t,x,y,z
2.882,-0.0819,-0.0515,-0.0889
2.902,-0.0819,-0.0515,-0.0889
2.922,-0.0819,-0.0515,-0.0889
2.942,-0.0819,-0.0515,-0.0889
2.962,-0.0819,-0.0515,-0.0889
2.982,-0.0819,-0.0515,-0.0889
3.002,-0.0819,-0.0515,-0.0889
3.022,-0.0819,-0.0515,-0.0889
3.042,-0.0819,-0.0515,-0.0889
3.062,-0.0819,-0.0515,-0.0889
3.082,-0.0819,-0.0515,-0.0889
3.106,-0.0819,-0.0515,-0.0889
3.126,-0.0819,-0.0515,-0.0889
3.146,-0.0819,-0.0515,-0.0889
3.166,-0.0819,-0.0515,-0.0889
3.186,-0.0819,-0.0515,-0.0889
3.206,-0.0819,-0.0515,-0.0889
3.226,-0.0819,-0.0515,-0.0889
3.246,-0.0819,-0.0515,-0.0889
3.266,-0.0819,-0.0515,-0.0889
3.277,-0.0819,-0.0515,-0.0889
3.3,-0.0819,-0.0515,-0.0889
3.32,-0.0819,-0.0515,-0.0889
3.34,-0.0819,-0.0515,-0.0889
3.36,-0.0819,-0.0515,-0.0889
3.38,-0.0819,-0.0515,-0.0889
3.4,-0.0819,-0.0515,-0.0889
3.42,-0.0819,-0.0515,-0.0889
3.44,-0.0819,-0.0515,-0.0889
3.46,-0.0819,-0.0515,-0.0889
3.48,-0.0819,-0.0515,-0.0889
3.5,-0.0819,-0.0515,-0.0889
3.52,-0.0819,-0.0515,-0.0889
3.54,-0.0819,-0.0515,-0.0889
3.56,-0.0819,-0.0515,-0.0889
3.58,-0.0819,-0.0515,-0.0889
3.6,-0.0819,-0.0515,-0.0889
3.62,-0.0819,-0.0515,-0.0889
3.64,-0.0819,-0.0515,-0.0889
3.66,-0.0819,-0.0515,-0.0889
3.68,-0.0819,-0.0515,-0.0889
3.7,-0.0819,-0.0515,-0.0889
3.72,-0.0819,-0.0515,-0.0889
3.74,-0.0819,-0.0515,-0.0889
3.76,-0.0819,-0.0515,-0.0889
3.78,-0.0819,-0.0515,-0.0889
3.8,-0.0819,-0.0515,-0.0889
3.82,-0.0819,-0.0515,-0.0889
3.84,-0.0819,-0.0515,-0.0889
3.86,-0.0819,-0.0515,-0.0889
3.88,-0.0819,-0.0515,-0.0889
3.9,-0.0819,-0.0515,-0.0889
3.92,-0.0819,-0.0515,-0.0889
3.94,-0.0819,-0.0515,-0.0889
3.96,-0.0819,-0.0515,-0.0889
3.98,-0.0819,-0.0515,-0.0889
4,-0.0819,-0.0515,-0.0889
4.02,-0.0819,-0.0515,-0.0889
4.04,-0.0819,-0.0515,-0.0889
4.06,-0.0819,-0.0515,-0.0889
4.08,-0.0819,-0.0515,-0.0889
4.098,-0.0819,-0.0515,-0.0889
4.118,-0.0819,-0.0515,-0.0889
4.138,-0.0819,-0.0515,-0.0889
4.158,-0.0819,-0.0515,-0.0889
4.178,-0.0819,-0.0515,-0.0889
4.198,-0.0819,-0.0515,-0.0889
4.218,-0.0819,-0.0515,-0.0889
4.238,-0.0819,-0.0515,-0.0889
4.258,-0.0819,-0.0515,-0.0889
4.278,-0.0819,-0.0515,-0.0889
4.299,-0.0819,-0.0515,-0.0889
4.319,-0.0819,-0.0515,-0.0889
4.339,-0.0819,-0.0515,-0.0889
4.359,-0.0819,-0.0515,-0.0889
4.379,-0.0819,-0.0515,-0.0889
4.399,-0.0819,-0.0515,-0.0889
4.419,-0.0819,-0.0515,-0.0889
4.439,-0.0819,-0.0515,-0.0889
4.459,-0.0819,-0.0515,-0.0889
4.479,-0.0819,-0.0515,-0.0889
4.499,-0.0819,-0.0515,-0.0889
4.519,-0.0819,-0.0515,-0.0889
4.539,-0.0819,-0.0515,-0.0889
4.559,-0.0819,-0.0515,-0.0889
4.579,-0.0819,-0.0515,-0.0889
4.599,-0.0819,-0.0515,-0.0889
4.619,-0.0819,-0.0515,-0.0889
4.639,-0.0819,-0.0515,-0.0889
4.659,-0.0819,-0.0515,-0.0889
4.679,-0.0819,-0.0515,-0.0889
4.699,-0.0819,-0.0515,-0.0889
4.719,-0.0819,-0.0515,-0.0889
4.739,-0.0819,-0.0515,-0.0889
4.759,-0.0819,-0.0515,-0.0889
4.779,-0.0819,-0.0515,-0.0889
4.799,-0.0819,-0.0515,-0.0889
4.819,-0.0819,-0.0515,-0.0889
4.839,-0.0819,-0.0515,-0.0889
4.859,-0.0819,-0.0515,-0.0889
4.879,-0.0819,-0.0515,-0.0889
4.899,-0.0819,-0.0515,-0.0889
4.919,-0.0819,-0.0515,-0.0889
4.939,-0.0819,-0.0515,-0.0889
4.959,-0.0819,-0.0515,-0.0889
4.979,-0.0819,-0.0515,-0.0889
4.999,-0.0819,-0.0515,-0.0889
5.019,-0.0819,-0.0515,-0.0889
5.039,-0.0819,-0.0515,-0.0889
5.059,-0.0819,-0.0515,-0.0889
5.079,-0.0819,-0.0515,-0.0889
5.104,-0.0819,-0.0515,-0.0889
5.124,-0.0819,-0.0515,-0.0889
5.144,-0.0819,-0.0515,-0.0889
5.164,-0.0819,-0.0515,-0.0889
5.184,-0.0819,-0.0515,-0.0889
5.204,-0.0819,-0.0515,-0.0889
5.224,-0.0819,-0.0515,-0.0889
5.244,-0.0819,-0.0515,-0.0889
5.264,-0.0819,-0.0515,-0.0889
5.284,-0.0819,-0.0515,-0.0889
5.304,-0.0864,-0.0572,-0.092
5.324,-0.0864,-0.0572,-0.092
5.344,-0.0918,-0.0622,-0.1001
5.364,-0.0918,-0.0622,-0.1001
5.384,-0.0918,-0.0622,-0.1001
5.404,-0.0918,-0.0622,-0.1001
5.424,-0.1067,-0.0768,-0.124
5.444,-0.1112,-0.0807,-0.1324
5.464,-0.1163,-0.0856,-0.1401
5.484,-0.1215,-0.09,-0.1479
5.504,-0.1269,-0.095,-0.1557
5.524,-0.1326,-0.0999,-0.1627
5.544,-0.1379,-0.1046,-0.1688
5.564,-0.1435,-0.1095,-0.1738
5.584,-0.1492,-0.1145,-0.1776
5.604,-0.1549,-0.1196,-0.1803
5.624,-0.1607,-0.1246,-0.1816
5.644,-0.1663,-0.1296,-0.1817
5.664,-0.1719,-0.1346,-0.1805
5.684,-0.1773,-0.1396,-0.1783
5.704,-0.1828,-0.1447,-0.175
5.724,-0.1881,-0.1496,-0.1711
5.744,-0.1933,-0.1543,-0.1667
5.764,-0.1984,-0.159,-0.1621
5.784,-0.2032,-0.1636,-0.1575
5.804,-0.2078,-0.1681,-0.1531
5.824,-0.212,-0.1722,-0.1493
5.844,-0.2159,-0.1762,-0.146
5.864,-0.2194,-0.1799,-0.1432
5.884,-0.2226,-0.1833,-0.1412
5.904,-0.2251,-0.1863,-0.1399
5.924,-0.2272,-0.1889,-0.1392
5.944,-0.2289,-0.1909,-0.1391
5.964,-0.23,-0.1925,-0.1395
5.984,-0.2308,-0.1936,-0.1403
6.004,-0.2312,-0.1944,-0.1415
6.024,-0.2311,-0.1947,-0.1428
6.044,-0.2304,-0.1942,-0.1447
6.064,-0.2294,-0.1934,-0.1467
6.084,-0.2281,-0.1921,-0.149
6.104,-0.2266,-0.1904,-0.1517
6.124,-0.2246,-0.1884,-0.1541
6.144,-0.2224,-0.1859,-0.1566
6.164,-0.2198,-0.1832,-0.159
6.184,-0.2171,-0.1803,-0.1613
6.204,-0.2144,-0.1771,-0.1635
6.224,-0.2113,-0.174,-0.1654
6.244,-0.2082,-0.1705,-0.167
6.264,-0.205,-0.167,-0.1684
6.284,-0.2015,-0.1633,-0.1694
6.304,-0.1982,-0.1594,-0.1703
6.324,-0.1949,-0.1555,-0.1708
6.344,-0.1915,-0.1515,-0.1712
6.364,-0.1883,-0.1472,-0.1714
6.384,-0.185,-0.143,-0.1712
6.404,-0.1817,-0.1385,-0.1709
6.424,-0.1787,-0.1339,-0.1703
6.444,-0.1756,-0.1291,-0.1692
6.464,-0.1727,-0.1241,-0.1678
6.484,-0.1696,-0.119,-0.1661
6.504,-0.1667,-0.1137,-0.164
6.524,-0.1636,-0.1084,-0.1614
6.544,-0.1609,-0.1027,-0.1581
6.564,-0.1581,-0.0971,-0.1543
6.584,-0.1551,-0.0912,-0.15
6.604,-0.152,-0.0854,-0.1452
6.618,-0.1491,-0.0793,-0.1406
6.642,-0.1461,-0.0737,-0.1351
6.662,-0.1435,-0.0679,-0.13
6.682,-0.1407,-0.0624,-0.1248
6.702,-0.1376,-0.0574,-0.1191
6.722,-0.1353,-0.0523,-0.114
6.742,-0.1325,-0.0474,-0.1089
6.762,-0.1296,-0.043,-0.1039
6.782,-0.1269,-0.0389,-0.0992
6.802,-0.1237,-0.0359,-0.0974
6.822,-0.1201,-0.0331,-0.0958
6.842,-0.1201,-0.0331,-0.0958
6.862,-0.1201,-0.0331,-0.0958
6.882,-0.1109,-0.0279,-0.0973
6.902,-0.1109,-0.0279,-0.0973
6.922,-0.1044,-0.0263,-0.0986
6.942,-0.1044,-0.0263,-0.0986
6.962,-0.0991,-0.0255,-0.099
6.982,-0.0958,-0.0259,-0.0996
7.002,-0.0958,-0.0259,-0.0996
7.022,-0.0958,-0.0259,-0.0996
7.042,-0.0886,-0.0275,-0.0985
7.062,-0.0874,-0.0284,-0.0982
7.082,-0.0853,-0.0292,-0.097
7.104,-0.0865,-0.0302,-0.0955
7.118,-0.0865,-0.0302,-0.0955
7.14,-0.0869,-0.0317,-0.0948
7.16,-0.0869,-0.0317,-0.0948
7.18,-0.0869,-0.0317,-0.0948
7.2,-0.0869,-0.0317,-0.0948
7.22,-0.0869,-0.0317,-0.0948
7.24,-0.0869,-0.0317,-0.0948
7.26,-0.0962,-0.0394,-0.0876
7.28,-0.0976,-0.0401,-0.0877
7.3,-0.0976,-0.0401,-0.0877
7.32,-0.1,-0.0423,-0.0868
7.34,-0.1009,-0.0439,-0.0862
7.36,-0.1016,-0.0447,-0.0859
7.38,-0.1021,-0.0453,-0.0861
7.4,-0.1021,-0.0453,-0.0861
7.42,-0.1021,-0.0453,-0.0861
7.44,-0.1021,-0.0453,-0.0861
7.46,-0.1021,-0.0453,-0.0861
7.48,-0.1021,-0.0453,-0.0861
7.5,-0.1021,-0.0453,-0.0861
7.52,-0.1021,-0.0453,-0.0861
7.54,-0.1021,-0.0453,-0.0861
7.56,-0.0917,-0.0495,-0.0937
7.58,-0.0901,-0.0496,-0.0948
7.6,-0.0889,-0.05,-0.0961
7.62,-0.0892,-0.05,-0.0965
7.639,-0.0897,-0.0502,-0.0959
7.665,-0.0897,-0.0502,-0.0959
7.685,-0.0897,-0.0502,-0.0959
7.705,-0.0897,-0.0502,-0.0959
7.725,-0.0897,-0.0502,-0.0959
7.745,-0.0897,-0.0502,-0.0959
7.765,-0.0897,-0.0502,-0.0959
7.785,-0.0897,-0.0502,-0.0959
7.805,-0.0897,-0.0502,-0.0959
7.825,-0.0897,-0.0502,-0.0959
7.845,-0.0897,-0.0502,-0.0959
7.865,-0.0897,-0.0502,-0.0959
7.885,-0.091,-0.0506,-0.093
7.905,-0.091,-0.0506,-0.093
7.925,-0.091,-0.0506,-0.093
7.945,-0.091,-0.0506,-0.093
7.965,-0.091,-0.0506,-0.093
7.985,-0.0914,-0.0493,-0.0927
8.005,-0.0914,-0.0493,-0.0927
8.025,-0.0914,-0.0493,-0.0927
8.045,-0.0914,-0.0493,-0.0927
8.065,-0.0914,-0.0493,-0.0927
8.085,-0.0967,-0.0465,-0.0881
8.099,-0.0967,-0.0453,-0.0878
8.126,-0.0962,-0.0436,-0.0891
8.146,-0.0962,-0.0436,-0.0891
8.166,-0.0962,-0.0436,-0.0891
8.186,-0.0962,-0.0436,-0.0891
8.206,-0.094,-0.0461,-0.0904
8.226,-0.0938,-0.0468,-0.0913
8.246,-0.0932,-0.0479,-0.0918
8.266,-0.0928,-0.0485,-0.0916
8.278,-0.0928,-0.0485,-0.0916
8.3,-0.0928,-0.0485,-0.0916
8.32,-0.0928,-0.0485,-0.0916
8.34,-0.0928,-0.0485,-0.0916
8.36,-0.0928,-0.0485,-0.0916
8.38,-0.0928,-0.0485,-0.0916
8.4,-0.0928,-0.0485,-0.0916
8.42,-0.0941,-0.0498,-0.0892
8.44,-0.0941,-0.0498,-0.0892
8.46,-0.0941,-0.0498,-0.0892
8.48,-0.0941,-0.0498,-0.0892
8.5,-0.0941,-0.0498,-0.0892
8.52,-0.0941,-0.0498,-0.0891
8.54,-0.0949,-0.0498,-0.089
8.56,-0.0949,-0.0498,-0.089
8.58,-0.0948,-0.0499,-0.089
8.6,-0.0948,-0.0499,-0.089
8.62,-0.0948,-0.0499,-0.089
8.64,-0.0948,-0.0499,-0.089
8.66,-0.0941,-0.0502,-0.0891
8.68,-0.0941,-0.0502,-0.0891
8.7,-0.0941,-0.0502,-0.0891
8.72,-0.0941,-0.0502,-0.0891
8.741,-0.0938,-0.0505,-0.0889
8.761,-0.0942,-0.0504,-0.0892
8.781,-0.0939,-0.0506,-0.0891
8.8,-0.0941,-0.0503,-0.0892
8.821,-0.0941,-0.0503,-0.0892
8.841,-0.0944,-0.0502,-0.0889
8.86,-0.0944,-0.0502,-0.0889
8.88,-0.0944,-0.0501,-0.089
8.901,-0.0942,-0.0501,-0.0891
8.92,-0.094,-0.0504,-0.0889
8.94,-0.0942,-0.0504,-0.0889
8.96,-0.0941,-0.0503,-0.0888
8.981,-0.0941,-0.0503,-0.0888
9,-0.0942,-0.0501,-0.0889
9.02,-0.0942,-0.05,-0.0889
9.04,-0.094,-0.0502,-0.0889
9.06,-0.094,-0.0501,-0.0889
9.08,-0.0939,-0.0501,-0.0888
9.106,-0.0942,-0.0499,-0.0888
9.126,-0.0942,-0.0499,-0.0889
9.146,-0.0939,-0.05,-0.0888
9.166,-0.0939,-0.0501,-0.0888
9.186,-0.0938,-0.05,-0.0887
9.206,-0.0942,-0.0499,-0.0888
9.226,-0.0943,-0.0499,-0.0888
9.246,-0.094,-0.0501,-0.0888
9.266,-0.094,-0.0502,-0.0888
9.279,-0.094,-0.0502,-0.0888
9.3,-0.094,-0.0503,-0.0888
9.32,-0.0941,-0.0504,-0.0888
9.34,-0.0942,-0.0505,-0.0889
9.36,-0.0941,-0.0506,-0.0889
9.38,-0.094,-0.0507,-0.0889
9.4,-0.094,-0.0507,-0.0889
9.42,-0.0941,-0.0506,-0.089
9.44,-0.0941,-0.0506,-0.0889
9.46,-0.0941,-0.0505,-0.0888
9.48,-0.0941,-0.0504,-0.0888
9.5,-0.0941,-0.0503,-0.0888
9.52,-0.0941,-0.0503,-0.0888
9.54,-0.0941,-0.0502,-0.0888
9.559,-0.094,-0.0502,-0.0888
9.579,-0.0943,-0.0499,-0.0889
9.599,-0.0944,-0.0499,-0.0888
9.619,-0.094,-0.05,-0.0888
9.639,-0.0939,-0.0499,-0.0888
9.669,-0.0938,-0.0498,-0.0888
9.689,-0.0938,-0.0497,-0.0888
9.709,-0.0942,-0.0495,-0.0888
9.719,-0.0938,-0.0495,-0.0888
9.749,-0.0938,-0.0494,-0.0887
9.76,-0.0938,-0.0492,-0.0887
9.78,-0.0939,-0.049,-0.0887
9.8,-0.094,-0.0488,-0.0887
9.82,-0.094,-0.0486,-0.0887
9.84,-0.0939,-0.0482,-0.0888
9.86,-0.0941,-0.0477,-0.0887
9.879,-0.0948,-0.048,-0.0899
9.9,-0.0949,-0.0475,-0.0898
9.92,-0.0945,-0.0473,-0.0898
9.94,-0.0941,-0.0473,-0.0895
9.96,-0.094,-0.0473,-0.0897
9.98,-0.0938,-0.0474,-0.0898
10,-0.0935,-0.0476,-0.0902
10.02,-0.0936,-0.0477,-0.0903
10.04,-0.0939,-0.0475,-0.0906
10.06,-0.0939,-0.0478,-0.0897
10.08,-0.0942,-0.0478,-0.0895
10.103,-0.0949,-0.0476,-0.0898
10.123,-0.0951,-0.0479,-0.0896
10.143,-0.0948,-0.0483,-0.0894
10.163,-0.0948,-0.0483,-0.0894
10.183,-0.0948,-0.0483,-0.0894
10.203,-0.0937,-0.0482,-0.0893
10.223,-0.0938,-0.0484,-0.0891
10.243,-0.094,-0.0487,-0.0888
10.263,-0.0942,-0.0489,-0.0887
10.283,-0.0944,-0.049,-0.0888
10.303,-0.0939,-0.0494,-0.0889
10.323,-0.0938,-0.0496,-0.089
10.343,-0.0938,-0.0498,-0.0889
10.363,-0.0938,-0.05,-0.0889
10.383,-0.0943,-0.0501,-0.089
10.403,-0.094,-0.0504,-0.0889
10.423,-0.094,-0.0505,-0.089
10.443,-0.094,-0.0507,-0.089
10.463,-0.094,-0.0508,-0.0891
10.483,-0.094,-0.0508,-0.0891
10.503,-0.094,-0.0508,-0.089
10.523,-0.094,-0.0506,-0.089
10.543,-0.094,-0.0506,-0.089
10.563,-0.094,-0.0504,-0.089
10.583,-0.0939,-0.0503,-0.0889
10.603,-0.0938,-0.0501,-0.089
10.623,-0.0937,-0.0499,-0.0889
10.643,-0.0938,-0.0497,-0.0889
10.663,-0.0938,-0.0496,-0.0889
10.683,-0.0938,-0.0494,-0.0889
10.703,-0.0938,-0.0492,-0.0889
10.723,-0.0939,-0.049,-0.0889
10.743,-0.0939,-0.0489,-0.089
10.763,-0.0939,-0.0487,-0.0889
10.783,-0.0939,-0.0487,-0.0889
10.803,-0.0939,-0.0487,-0.0889
10.823,-0.0939,-0.0487,-0.0889
10.843,-0.0939,-0.0487,-0.0889
10.863,-0.0939,-0.0487,-0.0889
10.883,-0.0939,-0.0487,-0.0889
10.903,-0.0945,-0.0485,-0.0896
10.923,-0.0945,-0.0484,-0.0895
10.943,-0.0945,-0.0483,-0.0895
10.963,-0.0944,-0.0482,-0.0894
10.9831,-0.0944,-0.0482,-0.0893
11.0031,-0.0944,-0.0482,-0.0895
11.0231,-0.0945,-0.0483,-0.0895
11.0431,-0.0946,-0.0484,-0.0896
11.0631,-0.0945,-0.0485,-0.0896
11.0831,-0.0945,-0.0485,-0.0896
11.1031,-0.0945,-0.0485,-0.0896
11.1231,-0.0945,-0.0485,-0.0896
11.1431,-0.0945,-0.0485,-0.0896
11.1631,-0.0937,-0.0479,-0.0889
11.1831,-0.0937,-0.0479,-0.0889
11.2031,-0.094,-0.0481,-0.0889
11.2231,-0.094,-0.0481,-0.0889
11.2431,-0.094,-0.0481,-0.0889
11.2631,-0.094,-0.0481,-0.0889
11.2831,-0.0942,-0.0485,-0.0889
11.3031,-0.0942,-0.0485,-0.0889
11.3231,-0.0943,-0.0488,-0.089
11.3431,-0.0944,-0.049,-0.089
11.3631,-0.0946,-0.0489,-0.0891
11.3831,-0.0945,-0.049,-0.0891
11.4031,-0.0945,-0.0491,-0.0891
11.4231,-0.0942,-0.0494,-0.0889
11.4431,-0.0945,-0.0494,-0.0892
11.4631,-0.0945,-0.0496,-0.0893
11.4831,-0.0945,-0.0498,-0.0894
11.5031,-0.0945,-0.05,-0.0894
11.5231,-0.0943,-0.0505,-0.0892
11.5431,-0.0943,-0.0505,-0.0892
11.5631,-0.0943,-0.0505,-0.0892
11.5831,-0.0943,-0.0505,-0.0892
11.6031,-0.0943,-0.0505,-0.0892
11.6231,-0.0938,-0.0512,-0.0892
11.6431,-0.0937,-0.0509,-0.0892
11.6631,-0.0938,-0.0508,-0.0891
11.6831,-0.0937,-0.0506,-0.0891
11.7031,-0.0937,-0.0505,-0.0892
11.7231,-0.0937,-0.0505,-0.0892
11.7431,-0.0936,-0.0504,-0.0892
11.7631,-0.0937,-0.0503,-0.0891
11.7831,-0.0937,-0.0503,-0.0891
11.8031,-0.0937,-0.0503,-0.0891
11.8231,-0.0936,-0.0503,-0.0891
11.8431,-0.0943,-0.0497,-0.0892
11.8631,-0.0945,-0.0496,-0.0893
11.8831,-0.0945,-0.0496,-0.0892
11.9031,-0.0945,-0.0497,-0.0892
11.9231,-0.0945,-0.0497,-0.0892
11.9431,-0.0946,-0.0496,-0.0893
11.9631,-0.0946,-0.0496,-0.0894
11.9831,-0.0945,-0.0496,-0.0894
12.0031,-0.0944,-0.0496,-0.0894
12.0231,-0.0944,-0.0495,-0.0894
12.0431,-0.0944,-0.0496,-0.0896
12.0631,-0.0944,-0.0497,-0.0896
12.0831,-0.0944,-0.0499,-0.0896
12.1051,-0.0944,-0.0499,-0.0896
12.1251,-0.0944,-0.0499,-0.0896
12.1451,-0.0944,-0.0499,-0.0896
12.1651,-0.0944,-0.0499,-0.0896
12.1851,-0.0943,-0.0507,-0.0893
12.2051,-0.0942,-0.0506,-0.0893
12.2251,-0.0942,-0.0506,-0.0894
12.2451,-0.0941,-0.0504,-0.0892
12.2651,-0.0941,-0.0507,-0.0894
12.2851,-0.0941,-0.0505,-0.0894
12.3051,-0.0941,-0.0505,-0.0893
12.3251,-0.0941,-0.0505,-0.0893
12.3451,-0.0941,-0.0505,-0.0893
12.3651,-0.0941,-0.0506,-0.0893
12.3851,-0.0941,-0.0505,-0.0893
12.4051,-0.0941,-0.0506,-0.0893
12.4251,-0.0941,-0.0507,-0.0894
12.4451,-0.094,-0.0509,-0.0894
12.4651,-0.094,-0.0509,-0.0894
12.4851,-0.094,-0.0509,-0.0894
12.5051,-0.094,-0.0509,-0.0894
12.5251,-0.094,-0.0508,-0.0894
12.5451,-0.094,-0.0508,-0.0894
12.5651,-0.0943,-0.0507,-0.0892
12.5851,-0.0942,-0.0507,-0.0892
12.6051,-0.0942,-0.0507,-0.0892
12.6251,-0.0941,-0.0507,-0.0892
12.6451,-0.0941,-0.0507,-0.0892
12.6651,-0.0941,-0.0507,-0.0892
12.6851,-0.0941,-0.0509,-0.0892
12.7051,-0.0941,-0.0509,-0.0892
