t,x (m),y (m),z (m) 
103.9162,-0.0834,-0.0248,-0.0898
103.9262,-0.0834,-0.0249,-0.0898
103.9562,-0.0834,-0.0249,-0.0898
103.9662,-0.0834,-0.0247,-0.09
103.9962,-0.0834,-0.0247,-0.09
104.0062,-0.0833,-0.0248,-0.09
104.0262,-0.0833,-0.0248,-0.09
104.0562,-0.0833,-0.0248,-0.09
104.0762,-0.0833,-0.0248,-0.09
104.0962,-0.0833,-0.0248,-0.09
104.1062,-0.0833,-0.0248,-0.09
104.1262,-0.0833,-0.0248,-0.09
104.1562,-0.0833,-0.0248,-0.09
104.1762,-0.0833,-0.0248,-0.09
104.1962,-0.0833,-0.0248,-0.09
104.2162,-0.0833,-0.0248,-0.09
104.2262,-0.0833,-0.0248,-0.09
104.2562,-0.0833,-0.0248,-0.09
104.2762,-0.0833,-0.0248,-0.09
104.2862,-0.0833,-0.0248,-0.09
104.3162,-0.0833,-0.0248,-0.09
104.3362,-0.0833,-0.0248,-0.09
104.3562,-0.0833,-0.0248,-0.09
104.3762,-0.0833,-0.0248,-0.09
104.3962,-0.0834,-0.0249,-0.0899
104.4162,-0.0834,-0.0249,-0.0899
104.4262,-0.0834,-0.0249,-0.0899
104.4562,-0.0834,-0.0249,-0.0899
104.4762,-0.0834,-0.0249,-0.0899
104.4872,-0.0834,-0.0249,-0.0899
104.5072,-0.0834,-0.0249,-0.0899
104.5272,-0.0833,-0.0248,-0.0901
104.5472,-0.0833,-0.0248,-0.0901
104.5672,-0.0833,-0.0248,-0.0901
104.5872,-0.0833,-0.0248,-0.0901
104.6071,-0.0833,-0.0248,-0.0901
104.6271,-0.0833,-0.0248,-0.0901
104.6471,-0.0833,-0.0248,-0.0901
104.6671,-0.0833,-0.0248,-0.0901
104.6871,-0.0833,-0.0248,-0.0901
104.7171,-0.0833,-0.0248,-0.0901
104.7271,-0.0833,-0.0248,-0.0901
104.7471,-0.0833,-0.0248,-0.0901
104.7671,-0.0833,-0.0248,-0.0901
104.7871,-0.0833,-0.0248,-0.0901
104.8071,-0.0833,-0.0249,-0.0901
104.8271,-0.0833,-0.0249,-0.0901
104.8471,-0.0833,-0.0249,-0.0901
104.8671,-0.0833,0,
