t,x (m),y (m),z (m) 
91.49,-0.0707,0.0977,-0.0904
91.51,-0.0693,0.0982,-0.091
91.53,-0.0686,0.0986,-0.0911
91.55,-0.0681,0.0993,-0.0913
91.57,-0.0677,0.1001,-0.0909
91.59,-0.0676,0.101,-0.0906
91.61,-0.0676,0.1017,-0.0902
91.63,-0.0677,0.1022,-0.09
91.645,-0.0678,0.1022,-0.0898
91.665,-0.0683,0.102,-0.0897
91.686,-0.0686,0.1016,-0.0894
91.704,-0.0692,0.1008,-0.0891
91.734,-0.07,0.0999,-0.0891
91.754,-0.0709,0.099,-0.0889
91.774,-0.0715,0.0983,-0.0887
91.794,-0.0722,0.0975,-0.0888
91.814,-0.0721,0.0973,-0.089
91.834,-0.0717,0.0977,-0.089
91.854,-0.071,0.0984,-0.0891
91.865,-0.0705,0.099,-0.0892
91.895,-0.0701,0.0997,-0.0888
91.905,-0.0698,0.1004,-0.0889
91.925,-0.0696,0.1011,-0.0887
91.945,-0.0694,0.1011,-0.0888
91.965,-0.0693,0.101,-0.089
91.9849,-0.0692,0.1006,-0.0892
92.0049,-0.0694,0.1004,-0.0892
92.0249,-0.0696,0.1003,-0.0889
92.0449,-0.0696,0.1003,-0.0888
92.0649,-0.0695,0.1002,-0.0891
92.0849,-0.0694,0.0998,-0.0895
92.1049,-0.0692,0.0989,-0.0904
92.1249,-0.0687,0.0977,-0.0913
92.1449,-0.0683,0.0958,-0.0931
92.1649,-0.0677,0.0928,-0.0953
92.1849,-0.0676,0.0897,-0.0993
92.2049,-0.0678,0.0867,-0.0992
92.2249,-0.0686,0.0832,-0.098
92.2449,-0.069,0.0786,-0.0997
92.2649,-0.0691,0.0747,-0.1011
92.2849,-0.0693,0.0705,-0.1035
92.3049,-0.0698,0.0668,-0.105
92.3249,-0.0705,0.0626,-0.1061
92.3549,-0.0706,0.0585,-0.1075
92.3649,-0.0711,0.0543,-0.1089
92.3849,-0.0717,0.05,-0.1099
92.4049,-0.0725,0.0455,-0.1101
92.4249,-0.0732,0.041,-0.1099
92.4449,-0.0742,0.0366,-0.1085
92.4649,-0.0749,0.032,-0.1069
92.4849,-0.0757,0.0275,-0.105
92.5049,-0.0764,0.0231,-0.1036
92.5249,-0.077,0.019,-0.1026
92.5449,-0.0771,0.015,-0.1015
92.5649,-0.0771,0.0116,-0.1
92.5849,-0.0769,0.0086,-0.0991
92.6049,-0.0769,0.0051,-0.0974
92.6248,-0.0774,0.0021,-0.0961
92.6448,-0.078,-0.0012,-0.0954
92.6648,-0.0786,-0.0047,-0.0957
92.6848,-0.0786,-0.0047,-0.0957
92.7048,-0.0786,-0.0047,-0.0957
92.7248,-0.0786,-0.0047,-0.0957
92.7448,-0.0786,-0.0047,-0.0957
92.7648,-0.0786,-0.0047,-0.0957
92.7848,-0.0795,-0.0142,-0.0959
92.8048,-0.0795,-0.0142,-0.0959
92.8248,-0.0795,-0.0142,-0.0959
92.8448,-0.0795,-0.0142,-0.0959
92.8648,-0.08,-0.0226,-0.0934
92.8848,-0.08,-0.0226,-0.0934
92.9048,-0.08,-0.0226,-0.0934
92.9248,-0.08,-0.0226,-0.0934
92.9448,-0.08,-0.0226,-0.0934
92.9748,-0.08,-0.0226,-0.0934
92.9848,-0.08,-0.0226,-0.0934
93.0048,-0.08,-0.0226,-0.0934
93.0248,-0.08,-0.0226,-0.0934
93.0448,-0.08,-0.0226,-0.0934
93.0648,-0.08,-0.0226,-0.0934
93.0848,-0.08,-0.0226,-0.0934
93.1048,-0.08,-0.0226,-0.0934
93.1248,-0.08,-0.0226,-0.0934
93.1448,-0.08,-0.0226,-0.0934
93.1648,-0.08,-0.0226,-0.0934
93.1848,-0.08,-0.0226,-0.0934
93.2048,-0.08,-0.0226,-0.0934
93.2248,-0.08,-0.0226,-0.0934
93.2448,-0.08,-0.0226,-0.0934
93.2647,-0.08,-0.0226,-0.0934
93.2847,-0.08,-0.0226,-0.0934
93.3047,-0.08,-0.0226,-0.0934
93.3247,-0.08,-0.0226,-0.0934
93.3447,-0.0834,-0.0247,-0.0888
93.3647,-0.0834,-0.0247,-0.0888
93.3847,-0.082,-0.0245,-0.0915
93.4047,-0.0818,-0.0249,-0.0917
93.4247,-0.081,-0.0245,-0.0923
93.4447,-0.0808,-0.0245,-0.0926
93.4647,-0.0809,-0.0247,-0.0923
93.4847,-0.0812,-0.0248,-0.0921
93.5077,-0.0821,-0.0249,-0.0914
93.5277,-0.0824,-0.025,-0.0911
93.5477,-0.0824,-0.025,-0.0911
93.5677,-0.0838,-0.0245,-0.0895
93.5877,-0.084,-0.0235,-0.0891
93.6077,-0.084,-0.0229,-0.0894
93.6277,-0.0834,-0.0223,-0.09
93.6477,-0.0831,-0.022,-0.0902
93.6677,-0.0829,-0.0214,-0.0906
93.6877,-0.083,-0.0208,-0.0905
93.7077,-0.0832,-0.0204,-0.0903
93.7277,-0.0837,-0.0201,-0.0899
93.7477,-0.084,-0.0197,-0.0895
93.7677,-0.0841,-0.0194,-0.0894
93.7877,-0.0839,-0.0193,-0.0897
93.8077,-0.0835,-0.0194,-0.0898
93.8277,-0.0833,-0.0198,-0.0902
93.8477,-0.0832,-0.0201,-0.0904
93.8677,-0.0833,-0.0204,-0.0902
93.8876,-0.0835,-0.0209,-0.09
93.9076,-0.0836,-0.0217,-0.0896
93.9276,-0.0837,-0.0218,-0.0897
93.9476,-0.0835,-0.0221,-0.0899
93.9676,-0.0833,-0.0224,-0.0902
93.9876,-0.0833,-0.0229,-0.0901
94.0076,-0.0832,-0.0234,-0.0901
94.0276,-0.0834,-0.0243,-0.09
94.0476,-0.0833,-0.0243,-0.0898
94.0676,-0.0833,-0.0243,-0.0898
94.0876,-0.0833,-0.0244,-0.0899
94.1076,-0.0833,-0.0241,-0.0899
94.1276,-0.0833,-0.0241,-0.0899
94.1476,-0.0833,-0.0237,-0.0899
94.1676,-0.0834,-0.0232,-0.0901
94.1876,-0.0834,-0.0228,-0.09
94.2076,-0.0835,-0.0226,-0.09
94.2276,-0.0835,-0.0226,-0.09
94.2476,-0.0834,-0.0231,-0.0899
94.2676,-0.0834,-0.0226,-0.09
94.2876,-0.0835,-0.0219,-0.09
94.3076,-0.0838,-0.0222,-0.0899
94.3276,-0.084,-0.0222,-0.09
94.3476,-0.0834,-0.0219,-0.0894
94.3676,-0.0837,-0.0216,-0.0899
94.3876,-0.0836,-0.0213,-0.0899
94.4076,-0.0836,-0.0211,-0.0899
94.4276,-0.0837,-0.0209,-0.0899
94.4476,-0.0838,-0.0203,-0.0899
94.4676,-0.0837,-0.0202,-0.0899
94.4875,-0.0837,-0.02,-0.0899
94.5075,-0.0837,-0.02,-0.09
94.5275,-0.0836,-0.0201,-0.0899
94.5475,-0.0836,-0.0207,-0.0898
94.5675,-0.0835,-0.0205,-0.0897
94.5875,-0.0835,-0.0205,-0.0897
94.6075,-0.0835,-0.0205,-0.0897
94.6275,-0.0835,-0.0205,-0.0897
94.6475,-0.0835,-0.0205,-0.0897
94.6675,-0.0835,-0.0205,-0.0897
94.6875,-0.0835,-0.0205,-0.0897
94.7075,-0.0835,-0.0205,-0.0897
94.7275,-0.0835,-0.0205,-0.0897
94.7475,-0.0835,-0.0205,-0.0897
94.7675,-0.0835,-0.0205,-0.0897
94.7875,-0.0835,-0.0205,-0.0897
94.8075,-0.0835,-0.0205,-0.0897
94.8275,-0.0835,-0.0205,-0.0897
94.8475,-0.0835,-0.0205,-0.0897
94.8675,-0.0835,-0.0205,-0.0897
94.8875,-0.0835,-0.0205,-0.0897
94.9075,-0.0835,-0.0205,-0.0897
94.9275,-0.0835,-0.0205,-0.0897
94.9475,-0.0835,-0.0205,-0.0897
94.9675,-0.0835,-0.0205,-0.0897
94.9875,-0.0835,-0.0205,-0.0897
95.0075,-0.0835,-0.0205,-0.0897
95.0275,-0.0835,-0.0205,-0.0897
95.0475,-0.0835,-0.0205,-0.0897
95.0675,-0.0835,-0.0205,-0.0897
95.0874,-0.0835,-0.0205,-0.0897
95.1074,-0.0835,-0.0205,-0.0897
95.1274,-0.0835,-0.0205,-0.0897
95.1474,-0.0835,-0.0205,-0.0897
95.1674,-0.0835,-0.0205,-0.0897
95.1874,-0.0835,-0.0205,-0.0897
95.2074,-0.0835,-0.0205,-0.0897
95.2274,-0.0835,-0.0205,-0.0897
95.2474,-0.0835,-0.0205,-0.0897
95.2674,-0.0835,-0.0205,-0.0897
95.2874,-0.0835,-0.0205,-0.0897
95.3074,-0.0835,-0.0205,-0.0897
95.3274,-0.0835,-0.0205,-0.0897
95.3474,-0.0835,-0.0205,-0.0897
95.3674,-0.0835,-0.0205,-0.0897
95.3874,-0.0835,-0.0205,-0.0897
95.4074,-0.0835,-0.0205,-0.0897
95.4274,-0.0835,-0.0205,-0.0897
95.4474,-0.0835,-0.0205,-0.0897
95.4674,-0.0835,-0.0205,-0.0897
95.4874,-0.0835,-0.0205,-0.0897
95.5104,-0.0835,-0.0205,-0.0897
95.5304,-0.0835,-0.0205,-0.0897
95.5504,-0.0835,-0.0205,-0.0897
95.5704,-0.0835,-0.0205,-0.0897
95.5904,-0.0835,-0.0205,-0.0897
95.6104,-0.0833,-0.0245,-0.0901
95.6304,-0.0838,-0.0249,-0.0901
95.6504,-0.0838,-0.0249,-0.0901
95.6704,-0.0832,-0.0249,-0.0901
95.6934,-0.0833,-0.0249,-0.0901
95.7134,-0.0834,-0.0251,-0.0899
95.7334,-0.0836,-0.0248,-0.0902
95.7533,-0.0833,-0.0245,-0.0901
95.7733,-0.0833,-0.0244,-0.0901
95.7933,-0.0833,-0.0244,-0.0901
95.8133,-0.0833,-0.0244,-0.0901
95.8333,-0.0833,-0.0243,-0.0901
95.8533,-0.0833,-0.0243,-0.0901
95.8733,-0.0834,-0.0243,-0.0901
95.8933,-0.0834,-0.0243,-0.0901
95.9133,-0.0834,-0.0243,-0.0901
95.9333,-0.0834,-0.0244,-0.09
95.9533,-0.0834,-0.0245,-0.0901
95.9733,-0.0835,-0.0248,-0.09
95.9933,-0.0835,-0.025,-0.09
96.0133,-0.0836,-0.0251,-0.09
96.0333,-0.0833,-0.0248,-0.0901
96.0533,-0.0833,-0.0249,-0.0901
96.0733,-0.0833,-0.0249,-0.0901
96.0933,-0.0837,-0.0252,-0.0899
96.1133,-0.0835,-0.025,-0.0901
96.1333,-0.0836,-0.0249,-0.0901
96.1533,-0.0836,-0.0249,-0.0901
96.1733,-0.0835,-0.0249,-0.09
96.1933,-0.0835,-0.0248,-0.09
96.2133,-0.0835,-0.0249,-0.09
96.2333,-0.0835,-0.0249,-0.09
96.2533,-0.0836,-0.0249,-0.0902
96.2733,-0.0836,-0.0251,-0.09
96.2933,-0.0836,-0.0251,-0.09
96.3133,-0.0836,-0.0251,-0.09
96.3333,-0.0836,-0.0251,-0.09
96.3532,-0.084,-0.025,-0.09
96.3732,-0.0842,-0.0251,-0.0899
96.3932,-0.084,-0.0253,-0.0898
96.4132,-0.084,-0.0253,-0.0898
96.4332,-0.0837,-0.025,-0.0899
96.4532,-0.0837,-0.025,-0.0899
96.4732,-0.0837,-0.0251,-0.0898
96.4852,-0.0837,-0.0251,-0.0898
96.5112,-0.0837,-0.0251,-0.0898
96.5312,-0.0837,-0.0251,-0.0898
96.5512,-0.0837,-0.0251,-0.0898
96.5702,-0.0837,-0.0251,-0.0898
96.5902,-0.0837,-0.0251,-0.0898
96.6102,-0.0837,-0.0251,-0.0898
96.6312,-0.0837,-0.0251,-0.0898
96.6462,-0.0837,-0.0251,-0.0899
96.6732,-0.0837,-0.0251,-0.0899
96.6932,-0.0837,-0.0251,-0.0899
96.7132,-0.0837,-0.0251,-0.0899
96.7332,-0.0837,-0.0251,-0.0899
96.7532,-0.0837,-0.0252,-0.0898
96.7732,-0.0837,-0.0253,-0.0892
96.7932,-0.0837,-0.0253,-0.0892
96.8132,-0.0837,-0.025,-0.0897
96.8332,-0.0837,-0.025,-0.0897
96.8532,-0.0837,-0.025,-0.0897
96.8732,-0.0837,-0.025,-0.0897
96.8932,-0.0837,-0.0235,-0.0895
96.9132,-0.0836,-0.0237,-0.0895
96.9332,-0.0836,-0.0237,-0.0895
96.9532,-0.0834,-0.0238,-0.0894
96.9732,-0.0834,-0.0239,-0.0893
96.9932,-0.0834,-0.0239,-0.0893
97.0132,-0.0835,-0.0237,-0.0894
97.0322,-0.0835,-0.0237,-0.0894
97.0532,-0.0835,-0.0237,-0.0894
97.0732,-0.0835,-0.0238,-0.0894
97.0932,-0.0829,-0.0236,-0.0901
97.1122,-0.0834,-0.0244,-0.0899
97.1332,-0.0834,-0.0245,-0.0899
97.1532,-0.0832,-0.024,-0.09
97.1731,-0.0834,-0.0245,-0.0899
97.1921,-0.0832,-0.024,-0.09
97.2132,-0.0834,-0.0244,-0.0899
97.2331,-0.0832,-0.024,-0.09
97.2531,-0.0834,-0.0245,-0.0899
97.2731,-0.0835,-0.0245,-0.0899
97.2931,-0.0834,-0.0244,-0.0899
97.3131,-0.0832,-0.024,-0.09
97.3331,-0.0833,-0.0243,-0.0899
97.3531,-0.0833,-0.0244,-0.0899
97.3731,-0.0835,-0.0244,-0.09
97.3931,-0.0833,-0.0242,-0.09
97.4131,-0.0833,-0.0243,-0.09
97.4331,-0.0833,-0.0243,-0.09
97.4531,-0.0837,-0.0249,-0.0901
97.4731,-0.0836,-0.0249,-0.0903
97.4861,-0.0835,-0.0251,-0.09
97.5081,-0.0835,-0.0251,-0.09
97.5281,-0.0836,-0.0248,-0.0903
97.5481,-0.0838,-0.0249,-0.0901
97.5681,-0.0838,-0.0249,-0.0901
97.5881,-0.0838,-0.0249,-0.0901
97.6081,-0.0834,-0.0253,-0.0893
97.6281,-0.0839,-0.025,-0.09
97.6481,-0.0837,-0.0249,-0.0903
97.6681,-0.0837,-0.0249,-0.0903
97.6881,-0.0837,-0.0249,-0.0903
97.7081,-0.0835,-0.0248,-0.0904
97.7281,-0.0835,-0.0247,-0.0904
97.7481,-0.0835,-0.0247,-0.0904
97.7681,-0.0835,-0.0247,-0.0904
97.7881,-0.0835,-0.0247,-0.0904
97.8081,-0.0835,-0.0248,-0.0904
97.8281,-0.0835,-0.0248,-0.0904
97.8481,-0.0838,-0.0248,-0.0903
97.868,-0.0835,-0.0248,-0.0904
97.888,-0.0836,-0.0248,-0.0904
97.908,-0.0837,-0.0248,-0.0902
97.928,-0.0836,-0.0248,-0.0904
97.948,-0.0838,-0.0248,-0.0902
97.968,-0.0838,-0.0248,-0.0902
97.988,-0.0835,-0.0247,-0.0904
98.008,-0.0835,-0.0247,-0.0904
98.028,-0.0835,-0.0248,-0.0904
98.048,-0.0838,-0.0248,-0.0902
98.068,-0.0838,-0.0248,-0.0902
98.088,-0.0835,-0.0247,-0.0904
98.108,-0.0835,-0.0248,-0.0904
98.128,-0.0835,-0.0248,-0.0904
98.148,-0.0835,-0.0248,-0.0904
98.168,-0.0835,-0.0248,-0.0904
98.188,-0.0835,-0.0248,-0.0904
98.208,-0.0835,-0.0248,-0.0904
98.228,-0.0835,-0.0248,-0.0904
98.248,-0.0835,-0.0248,-0.0904
98.268,-0.0835,-0.0248,-0.0904
98.288,-0.0835,-0.0247,-0.0904
98.308,-0.0835,-0.0247,-0.0904
98.328,-0.0835,-0.0247,-0.0904
98.348,-0.0835,-0.0247,-0.0904
98.368,-0.0835,-0.0247,-0.0904
98.388,-0.0835,-0.0247,-0.0904
98.408,-0.0835,-0.0247,-0.0904
98.428,-0.0835,-0.0247,-0.0904
98.448,-0.0835,-0.0248,-0.0904
98.4679,-0.0835,-0.0248,-0.0904
98.4949,-0.0834,-0.0247,-0.0904
98.5149,-0.0831,-0.0245,-0.0903
98.5349,-0.0835,-0.0248,-0.0904
98.5549,-0.0835,-0.0247,-0.0904
98.5749,-0.0835,-0.0247,-0.0904
98.5949,-0.0835,-0.0247,-0.0904
98.6149,-0.0835,-0.0247,-0.0904
98.6349,-0.0835,-0.0248,-0.0904
98.6549,-0.0835,-0.0248,-0.0904
98.6749,-0.0835,-0.0248,-0.0904
98.6949,-0.0834,-0.025,-0.0901
98.7149,-0.0835,-0.0248,-0.0904
98.7349,-0.0835,-0.0248,-0.0904
98.7549,-0.0835,-0.0248,-0.0904
98.7749,-0.0835,-0.0248,-0.0904
98.7949,-0.0835,-0.0248,-0.0904
98.8149,-0.0835,-0.0248,-0.0904
98.8349,-0.0835,-0.0247,-0.0904
98.8549,-0.0835,-0.0248,-0.0904
98.8749,-0.0835,-0.0247,-0.0904
98.8949,-0.0835,-0.0247,-0.0904
98.9139,-0.0835,-0.0248,-0.0904
98.9339,-0.0834,-0.025,-0.0901
98.9539,-0.0835,-0.0248,-0.0904
98.9749,-0.0833,-0.0249,-0.09
98.9949,-0.0833,-0.0249,-0.09
99.0149,-0.0835,-0.0247,-0.0905
99.0349,-0.0835,-0.0247,-0.0905
99.0549,-0.0836,-0.0248,-0.0903
99.0749,-0.0837,-0.0248,-0.0903
99.0949,-0.0835,-0.0247,-0.0904
99.1149,-0.0831,-0.0245,-0.0903
99.1348,-0.0834,-0.025,-0.0901
99.1548,-0.0834,-0.025,-0.0901
99.1748,-0.0835,-0.025,-0.09
99.1948,-0.0837,-0.0248,-0.0903
99.2148,-0.0838,-0.0248,-0.0902
99.2348,-0.0838,-0.0248,-0.0902
99.2548,-0.0834,-0.0249,-0.09
99.2748,-0.0837,-0.0249,-0.0903
99.2948,-0.0837,-0.0249,-0.0903
99.3148,-0.0836,-0.0255,-0.0897
99.3348,-0.0834,-0.025,-0.09
99.3548,-0.0834,-0.0247,-0.0904
99.3748,-0.0833,-0.0245,-0.0902
99.3948,-0.0831,-0.0243,-0.0902
99.4148,-0.0834,-0.0243,-0.0903
99.4348,-0.0834,-0.0243,-0.0903
99.4548,-0.083,-0.0238,-0.0902
99.4748,-0.0833,-0.0241,-0.0899
99.4948,-0.0831,-0.0239,-0.0901
99.5148,-0.0831,-0.024,-0.0901
99.5348,-0.0834,-0.0244,-0.09
99.5548,-0.0831,-0.0239,-0.0901
99.5748,-0.0832,-0.024,-0.0901
99.5948,-0.0835,-0.0245,-0.0899
99.6148,-0.0832,-0.0241,-0.0901
99.6348,-0.0832,-0.024,-0.0901
99.6548,-0.0834,-0.0245,-0.0899
99.6748,-0.0832,-0.024,-0.09
99.6948,-0.0834,-0.0245,-0.0899
99.7148,-0.0835,-0.0245,-0.0898
99.7347,-0.0835,-0.0245,-0.0898
99.7547,-0.0835,-0.0245,-0.0899
99.7747,-0.0834,-0.0245,-0.09
99.7947,-0.0836,-0.0245,-0.0899
99.8147,-0.0835,-0.0245,-0.0899
99.8347,-0.0834,-0.0245,-0.09
99.8547,-0.0834,-0.0245,-0.0899
99.8747,-0.0832,-0.0241,-0.0901
99.8947,-0.0834,-0.0245,-0.09
99.9147,-0.0833,-0.024,-0.0901
99.9347,-0.0833,-0.024,-0.0901
99.9547,-0.0834,-0.0245,-0.09
99.9737,-0.0834,-0.0245,-0.09
99.9947,-0.0834,-0.0244,-0.0899
100.0147,-0.0834,-0.0245,-0.0899
100.0347,-0.0835,-0.0245,-0.0898
100.0537,-0.0834,-0.0245,-0.0899
100.0747,-0.0834,-0.0245,-0.0899
100.0947,-0.0834,-0.0244,-0.0899
100.1147,-0.0835,-0.0245,-0.09
100.1337,-0.0834,-0.0244,-0.0899
100.1547,-0.0832,-0.0237,-0.0897
100.1747,-0.0832,-0.0237,-0.0897
100.1947,-0.0832,-0.0237,-0.0897
100.2137,-0.0836,-0.0237,-0.0894
100.2347,-0.0836,-0.0237,-0.0894
100.2547,-0.0836,-0.0237,-0.0894
100.2747,-0.0836,-0.0237,-0.0894
100.2937,-0.0836,-0.0237,-0.0894
100.3147,-0.0836,-0.0236,-0.0893
100.3337,-0.0835,-0.0237,-0.0894
100.3547,-0.0835,-0.0237,-0.0894
100.3737,-0.0836,-0.0237,-0.0894
100.3947,-0.0835,-0.0238,-0.0894
100.4147,-0.0834,-0.0239,-0.0894
100.4347,-0.0835,-0.0237,-0.0894
100.4537,-0.0835,-0.0237,-0.0894
100.4747,-0.0835,-0.0237,-0.0894
100.4947,-0.0837,-0.0252,-0.0891
100.5147,-0.0837,-0.0252,-0.0891
100.5347,-0.0837,-0.0252,-0.0891
100.5547,-0.0837,-0.0252,-0.0891
100.5747,-0.0837,-0.0252,-0.0891
100.5947,-0.0837,-0.0252,-0.0891
100.6147,-0.0837,-0.0252,-0.0891
100.6347,-0.0837,-0.0252,-0.0891
100.6547,-0.083,-0.0239,-0.09
100.6747,-0.0834,-0.0241,-0.0899
100.6946,-0.0834,-0.0241,-0.0899
100.7146,-0.0834,-0.0241,-0.0899
100.7346,-0.0834,-0.0241,-0.0899
100.7546,-0.0834,-0.0241,-0.0899
100.7746,-0.0834,-0.0241,-0.0899
100.7946,-0.083,-0.0238,-0.0899
100.8146,-0.0833,-0.0241,-0.0899
100.8346,-0.0832,-0.0241,-0.09
100.8546,-0.0832,-0.0241,-0.09
100.8746,-0.0832,-0.0241,-0.09
100.8946,-0.0832,-0.0241,-0.09
100.9146,-0.0832,-0.0241,-0.09
100.9346,-0.0832,-0.0241,-0.09
100.9546,-0.0832,-0.0241,-0.09
100.9746,-0.0833,-0.0241,-0.0898
100.9946,-0.0833,-0.0241,-0.0899
101.0146,-0.0832,-0.0241,-0.09
101.0336,-0.0832,-0.0241,-0.09
101.0536,-0.0833,-0.0242,-0.0899
101.0746,-0.0832,-0.0241,-0.09
101.0946,-0.0833,-0.0241,-0.0899
101.1146,-0.0833,-0.0241,-0.0899
101.1346,-0.0832,-0.0241,-0.09
101.1546,-0.0834,-0.0245,-0.0899
101.1746,-0.0835,-0.0245,-0.0898
101.1946,-0.0834,-0.0245,-0.0899
101.2146,-0.0832,-0.024,-0.09
101.2346,-0.0832,-0.0241,-0.0899
101.2546,-0.0834,-0.0245,-0.0899
101.2746,-0.0833,-0.0241,-0.0898
101.2946,-0.0835,-0.0245,-0.0898
101.3146,-0.0833,-0.0241,-0.0898
101.3345,-0.0833,-0.0244,-0.0898
101.3545,-0.0835,-0.0245,-0.0898
101.3745,-0.0832,-0.0241,-0.09
101.3945,-0.0832,-0.0244,-0.0898
101.4145,-0.0833,-0.0244,-0.0898
101.4335,-0.0833,-0.0242,-0.0899
101.4535,-0.0833,-0.0249,-0.0897
101.4735,-0.0833,-0.0249,-0.0898
101.4865,-0.0833,-0.0246,-0.0904
101.5075,-0.0834,-0.0246,-0.0904
101.5275,-0.0834,-0.0247,-0.0904
101.5475,-0.0834,-0.025,-0.0899
101.5675,-0.0835,-0.0251,-0.0899
101.5875,-0.0832,-0.0247,-0.0899
101.6075,-0.0833,-0.0248,-0.0899
101.6275,-0.0833,-0.0247,-0.0899
101.6475,-0.0833,-0.0247,-0.0899
101.6735,-0.0833,-0.025,-0.0899
101.6935,-0.0833,-0.024,-0.0899
101.7135,-0.0833,-0.024,-0.0899
101.7335,-0.0832,-0.024,-0.09
101.7535,-0.0832,-0.024,-0.09
101.7735,-0.0832,-0.024,-0.09
101.7935,-0.0832,-0.024,-0.09
101.8135,-0.0832,-0.024,-0.09
101.8335,-0.0832,-0.024,-0.09
101.8535,-0.0831,-0.024,-0.09
101.8735,-0.0831,-0.0241,-0.0899
101.8935,-0.0833,-0.0242,-0.0898
101.9135,-0.0831,-0.0241,-0.09
101.9335,-0.0831,-0.0241,-0.0899
101.9535,-0.0831,-0.0241,-0.0899
101.9735,-0.0832,-0.0242,-0.0899
101.9935,-0.0832,-0.0244,-0.0898
102.0135,-0.0832,-0.0244,-0.0898
102.0334,-0.083,-0.0243,-0.0902
102.0534,-0.083,-0.0246,-0.0902
102.0734,-0.083,-0.0246,-0.0902
102.0934,-0.083,-0.0246,-0.0902
102.1134,-0.083,-0.0247,-0.0902
102.1334,-0.083,-0.0247,-0.0902
102.1534,-0.083,-0.0247,-0.0902
102.1734,-0.083,-0.0247,-0.0902
102.1934,-0.083,-0.0247,-0.0902
102.2134,-0.083,-0.0247,-0.0902
102.2334,-0.083,-0.0247,-0.0902
102.2534,-0.083,-0.0247,-0.0902
102.2734,-0.083,-0.0247,-0.0902
102.2934,-0.083,-0.0247,-0.0902
102.3134,-0.083,-0.0247,-0.0902
102.3334,-0.083,-0.0247,-0.0902
102.3534,-0.0832,-0.0247,-0.0899
102.3734,-0.0832,-0.0247,-0.0899
102.3934,-0.0832,-0.0247,-0.0899
102.4134,-0.0832,-0.0247,-0.0899
102.4334,-0.0832,-0.0247,-0.0899
102.4534,-0.0832,-0.0247,-0.0899
102.4734,-0.0832,-0.0247,-0.0899
102.4864,-0.0832,-0.0247,-0.0899
102.5084,-0.0832,-0.0247,-0.0899
102.5284,-0.0832,-0.0247,-0.0899
102.5484,-0.0832,-0.0247,-0.0899
102.5684,-0.0832,-0.0247,-0.0899
102.5884,-0.0832,-0.0247,-0.0899
102.6084,-0.0832,-0.0247,-0.0899
102.6284,-0.0832,-0.0247,-0.0899
102.6484,-0.0832,-0.0247,-0.0899
102.6684,-0.0832,-0.0247,-0.0899
102.6924,-0.0832,-0.0247,-0.0899
102.7123,-0.0832,-0.0247,-0.0899
102.7323,-0.0832,-0.0247,-0.0899
102.7513,-0.0832,-0.0247,-0.0899
102.7723,-0.0832,-0.0247,-0.0899
102.7923,-0.0832,-0.0247,-0.0899
102.8123,-0.0832,-0.0247,-0.0899
102.8323,-0.0832,-0.0247,-0.0899
102.8513,-0.0832,-0.0247,-0.0899
102.8723,-0.0832,-0.0247,-0.0899
102.8923,-0.0832,-0.0247,-0.0899
102.9123,-0.0832,-0.0247,-0.0899
102.9313,-0.0832,-0.0247,-0.0899
102.9513,-0.0832,-0.0247,-0.0899
102.9723,-0.0832,-0.0247,-0.0899
102.9923,-0.0832,-0.0247,-0.0899
103.0113,-0.0832,-0.0247,-0.0899
103.0323,-0.0832,-0.0247,-0.0899
103.0513,-0.0832,-0.0247,-0.0899
103.0713,-0.0832,-0.0247,-0.0899
103.0913,-0.0832,-0.0247,-0.0899
103.1113,-0.0832,-0.0247,-0.0899
103.1313,-0.0832,-0.0247,-0.0899
103.1513,-0.0832,-0.0247,-0.0899
103.1713,-0.0832,-0.0247,-0.0899
103.1913,-0.0832,-0.0248,-0.0899
103.2113,-0.0832,-0.0248,-0.0899
103.2313,-0.0832,-0.0248,-0.0899
103.2513,-0.0832,-0.0248,-0.0899
103.2713,-0.0832,-0.0248,-0.0899
103.2913,-0.0832,-0.0248,-0.0899
103.3113,-0.0832,-0.0248,-0.0899
103.3313,-0.0832,-0.0248,-0.0899
103.3513,-0.0832,-0.0248,-0.0899
103.3713,-0.0832,-0.0248,-0.0899
103.3923,-0.0832,-0.0248,-0.0899
103.4113,-0.0832,-0.0248,-0.0899
103.4313,-0.0832,-0.0248,-0.0899
103.4513,-0.0832,-0.0248,-0.0899
103.4723,-0.0832,-0.0248,-0.0899
103.4863,-0.0832,-0.0248,-0.0899
103.5063,-0.0832,-0.0248,-0.0899
103.5263,-0.0832,-0.0248,-0.0899
103.5463,-0.0832,-0.0248,-0.0899
103.5663,-0.0832,-0.0248,-0.0899
103.5863,-0.0832,-0.0248,-0.0899
103.6062,-0.0832,-0.0248,-0.0899
103.6262,-0.0832,-0.0248,-0.0899
103.6462,-0.0832,-0.0248,-0.0899
103.6662,-0.0832,-0.0248,-0.0899
103.6962,-0.0833,-0.0248,-0.0899
103.7162,-0.0833,-0.0248,-0.0899
103.7262,-0.0833,-0.0248,-0.0899
103.7562,-0.0833,-0.0248,-0.0899
103.7762,-0.0833,-0.0248,-0.0899
103.7962,-0.0833,-0.0248,-0.0899
103.8162,-0.0833,-0.0248,-0.0899
103.8362,-0.0833,-0.0248,-0.0899
103.8562,-0.0833,-0.0248,-0.0899
103.8762,-0.0833,-0.0248,-0.0899
103.8962,-0.0834,-0.0248,-0.0898
