t,x (m),y (m),z (m) 
2.441,-0.052,-0.0372,-0.0915
2.461,-0.0518,-0.037,-0.0916
2.481,-0.0518,-0.0368,-0.0919
2.501,-0.0517,-0.0366,-0.092
2.521,-0.0516,-0.0365,-0.0921
2.54,-0.0516,-0.0364,-0.0922
2.561,-0.0517,-0.0363,-0.0922
2.581,-0.052,-0.0364,-0.0923
2.601,-0.0519,-0.0366,-0.0921
2.621,-0.0518,-0.0361,-0.0921
2.641,-0.0519,-0.0355,-0.0926
2.661,-0.052,-0.0351,-0.0929
2.681,-0.052,-0.0351,-0.0922
2.701,-0.0531,-0.0359,-0.0921
2.721,-0.0534,-0.0358,-0.0915
2.741,-0.054,-0.0353,-0.0909
2.761,-0.055,-0.0345,-0.0907
2.781,-0.0551,-0.0341,-0.0908
2.801,-0.0556,-0.0332,-0.0911
2.821,-0.0553,-0.0321,-0.0907
2.841,-0.0565,-0.0314,-0.0911
2.862,-0.0569,-0.0303,-0.0906
2.882,-0.0577,-0.0287,-0.0909
2.902,-0.0583,-0.0266,-0.0911
2.921,-0.0593,-0.0257,-0.0911
2.941,-0.0601,-0.0244,-0.0911
2.961,-0.0609,-0.0221,-0.0915
2.981,-0.0619,-0.0205,-0.0916
3.001,-0.0619,-0.0205,-0.0916
3.021,-0.0629,-0.0172,-0.0916
3.042,-0.0622,-0.016,-0.0905
3.06,-0.0633,-0.0149,-0.0909
3.081,-0.0633,-0.0149,-0.0909
3.1,-0.0633,-0.0149,-0.0909
3.121,-0.0633,-0.0149,-0.0909
3.14,-0.0633,-0.0149,-0.0909
3.16,-0.0633,-0.0149,-0.0909
3.181,-0.0633,-0.0149,-0.0909
3.202,-0.0633,-0.0149,-0.0909
3.222,-0.0633,-0.0149,-0.0909
3.242,-0.0669,-0.0032,-0.0918
3.262,-0.067,-0.0028,-0.0919
3.281,-0.067,-0.0028,-0.0919
3.301,-0.067,-0.0028,-0.0919
3.321,-0.067,-0.0028,-0.0919
3.34,-0.067,-0.0028,-0.0919
3.361,-0.067,-0.0028,-0.0919
3.38,-0.067,-0.0028,-0.0919
3.401,-0.0661,-0.0029,-0.0903
3.42,-0.0661,-0.0036,-0.0902
3.441,-0.0657,-0.0046,-0.0904
3.461,-0.0657,-0.0046,-0.0904
3.481,-0.0657,-0.0046,-0.0904
3.501,-0.0657,-0.0046,-0.0904
3.521,-0.0657,-0.0046,-0.0904
3.541,-0.0657,-0.0046,-0.0904
3.561,-0.0657,-0.0046,-0.0904
3.583,-0.0657,-0.0046,-0.0904
3.603,-0.0657,-0.0046,-0.0904
3.62,-0.0657,-0.0046,-0.0904
3.641,-0.0657,-0.0046,-0.0904
3.661,-0.0657,-0.0046,-0.0904
3.681,-0.0657,-0.0046,-0.0904
3.701,-0.0657,-0.0046,-0.0904
3.721,-0.0657,-0.0046,-0.0904
3.741,-0.0749,-0.0117,-0.093
3.761,-0.0749,-0.0117,-0.093
3.781,-0.0749,-0.0117,-0.093
3.801,-0.0749,-0.0117,-0.093
3.821,-0.0749,-0.0117,-0.093
3.842,-0.0749,-0.0117,-0.093
3.861,-0.0749,-0.0117,-0.093
3.881,-0.0749,-0.0117,-0.093
3.902,-0.0749,-0.0117,-0.093
3.922,-0.0749,-0.0117,-0.093
3.942,-0.0749,-0.0117,-0.093
3.962,-0.0749,-0.0117,-0.093
3.981,-0.0749,-0.0117,-0.093
4.001,-0.0749,-0.0117,-0.093
4.021,-0.0749,-0.0117,-0.093
4.041,-0.0749,-0.0117,-0.093
4.061,-0.0749,-0.0117,-0.093
4.081,-0.0749,-0.0117,-0.093
4.101,-0.0749,-0.0117,-0.093
4.121,-0.0749,-0.0117,-0.093
4.141,-0.0749,-0.0117,-0.093
4.161,-0.0749,-0.0117,-0.093
4.18,-0.0749,-0.0117,-0.093
4.201,-0.0749,-0.0117,-0.093
4.221,-0.0749,-0.0117,-0.093
4.241,-0.0749,-0.0117,-0.093
4.262,-0.0749,-0.0117,-0.093
4.282,-0.0749,-0.0117,-0.093
4.302,-0.0749,-0.0117,-0.093
4.321,-0.0749,-0.0117,-0.093
4.342,-0.0749,-0.0117,-0.093
4.362,-0.0749,-0.0117,-0.093
4.382,-0.0749,-0.0117,-0.093
4.4,-0.0749,-0.0117,-0.093
4.421,-0.0749,-0.0117,-0.093
4.44,-0.0749,-0.0117,-0.093
4.461,-0.0749,-0.0117,-0.093
4.481,-0.0749,-0.0117,-0.093
4.501,-0.0749,-0.0117,-0.093
4.521,-0.0749,-0.0117,-0.093
4.542,-0.0749,-0.0117,-0.093
4.561,-0.0749,-0.0117,-0.093
4.581,-0.0749,-0.0117,-0.093
4.601,-0.0749,-0.0117,-0.093
4.621,-0.0773,-0.0091,-0.0909
4.641,-0.0773,-0.0096,-0.0909
4.661,-0.0772,-0.0099,-0.091
4.681,-0.0771,-0.0102,-0.091
4.701,-0.0773,-0.0101,-0.0913
4.721,-0.0773,-0.0099,-0.0914
4.741,-0.0773,-0.0097,-0.0914
4.761,-0.0773,-0.0095,-0.0914
4.781,-0.0774,-0.0093,-0.0914
4.801,-0.0774,-0.0091,-0.0914
4.821,-0.0774,-0.009,-0.0914
4.841,-0.0773,-0.0089,-0.0914
4.862,-0.0774,-0.0088,-0.0915
4.882,-0.0774,-0.0088,-0.0914
4.902,-0.0773,-0.0088,-0.0914
4.921,-0.0773,-0.0089,-0.0914
4.941,-0.0774,-0.009,-0.0914
4.966,-0.0774,-0.009,-0.0914
4.987,-0.0774,-0.0091,-0.0914
5.002,-0.0773,-0.0093,-0.0913
5.021,-0.0773,-0.0096,-0.0912
5.042,-0.0773,-0.0097,-0.0912
5.062,-0.0773,-0.0099,-0.0912
5.082,-0.0775,-0.0098,-0.0913
5.101,-0.0774,-0.0098,-0.0913
5.121,-0.0774,-0.0099,-0.0911
5.141,-0.0773,-0.0099,-0.0911
5.161,-0.0773,-0.0097,-0.0912
5.181,-0.0772,-0.0096,-0.0912
5.201,-0.0772,-0.0097,-0.0912
5.221,-0.0772,-0.0102,-0.0912
5.241,-0.077,-0.0101,-0.0913
5.261,-0.0769,-0.0106,-0.0913
5.282,-0.0767,-0.0105,-0.0916
5.301,-0.0766,-0.0103,-0.0919
5.321,-0.0766,-0.01,-0.092
5.343,-0.0766,-0.01,-0.0919
5.363,-0.0769,-0.0099,-0.0918
5.382,-0.0772,-0.0099,-0.0912
5.401,-0.0775,-0.0098,-0.091
5.421,-0.0775,-0.0098,-0.091
5.441,-0.0773,-0.0098,-0.0911
5.461,-0.0771,-0.0098,-0.0913
5.481,-0.077,-0.0097,-0.0915
5.501,-0.0771,-0.0098,-0.0914
5.522,-0.0772,-0.0099,-0.0912
5.542,-0.0773,-0.0099,-0.0912
5.561,-0.0773,-0.0098,-0.0911
5.581,-0.0773,-0.0097,-0.0912
5.602,-0.0772,-0.0096,-0.091
5.622,-0.0772,-0.0098,-0.0912
5.642,-0.0772,-0.0099,-0.0912
5.662,-0.0772,-0.0099,-0.0912
5.687,-0.0772,-0.01,-0.0912
5.707,-0.0772,-0.0101,-0.0912
5.722,-0.077,-0.0102,-0.0913
5.741,-0.077,-0.0103,-0.0914
5.762,-0.077,-0.0101,-0.0915
5.782,-0.077,-0.01,-0.0914
5.802,-0.0772,-0.01,-0.0912
5.822,-0.0773,-0.01,-0.0912
5.842,-0.0773,-0.01,-0.091
5.862,-0.0773,-0.0101,-0.091
5.882,-0.0774,-0.0104,-0.0907
5.902,-0.0774,-0.0104,-0.0907
5.921,-0.0774,-0.0104,-0.0907
5.941,-0.0774,-0.0104,-0.0907
5.961,-0.0774,-0.0104,-0.0907
5.981,-0.0774,-0.0104,-0.0907
6.002,-0.0774,-0.0104,-0.0907
6.022,-0.0774,-0.0104,-0.0907
6.042,-0.0774,-0.0104,-0.0907
6.062,-0.0774,-0.0104,-0.0907
6.082,-0.0774,-0.0104,-0.0907
6.102,-0.0774,-0.0104,-0.0907
6.121,-0.0774,-0.0104,-0.0907
6.142,-0.0774,-0.0104,-0.0907
6.161,-0.0774,-0.0104,-0.0907
6.181,-0.0774,-0.0104,-0.0907
6.201,-0.0774,-0.0104,-0.0907
6.221,-0.0774,-0.0104,-0.0907
6.241,-0.0774,-0.0104,-0.0907
6.261,-0.0774,-0.0104,-0.0907
6.282,-0.0774,-0.0104,-0.0907
6.302,-0.0774,-0.0104,-0.0907
6.321,-0.0774,-0.0104,-0.0907
6.351,-0.0774,-0.0104,-0.0907
6.361,-0.0774,-0.0104,-0.0907
6.381,-0.0774,-0.0104,-0.0907
6.401,-0.0774,-0.0104,-0.0907
6.421,-0.0774,-0.0104,-0.0907
6.441,-0.0774,-0.0104,-0.0907
6.462,-0.0774,-0.0104,-0.0907
6.481,-0.0774,-0.0104,-0.0907
6.501,-0.0774,-0.0104,-0.0907
6.521,-0.0774,-0.0104,-0.0907
6.542,-0.0774,-0.0104,-0.0907
6.562,-0.0774,-0.0104,-0.0907
6.582,-0.0774,-0.0104,-0.0907
6.602,-0.0774,-0.0104,-0.0907
6.622,-0.0774,-0.0104,-0.0907
6.642,-0.0774,-0.0104,-0.0907
6.662,-0.0774,-0.0104,-0.0907
6.682,-0.0774,-0.0104,-0.0907
6.702,-0.0774,-0.0104,-0.0907
6.722,-0.0774,-0.0104,-0.0907
6.743,-0.0774,-0.0104,-0.0907
6.762,-0.0774,-0.0104,-0.0907
6.782,-0.0774,-0.0104,-0.0907
6.802,-0.0774,-0.0104,-0.0907
6.822,-0.0774,-0.0104,-0.0907
6.842,-0.0774,-0.0104,-0.0907
6.862,-0.0774,-0.0104,-0.0907
6.882,-0.0774,-0.0104,-0.0907
6.901,-0.0774,-0.0104,-0.0907
6.921,-0.0774,-0.0104,-0.0907
6.941,-0.0774,-0.0104,-0.0907
6.962,-0.0774,-0.0104,-0.0907
6.982,-0.0774,-0.0104,-0.0907
7.001,-0.0781,-0.0096,-0.0914
7.022,-0.0776,-0.0093,-0.0915
7.051,-0.0776,-0.0094,-0.0913
7.061,-0.0776,-0.0094,-0.0914
7.091,-0.0776,-0.0093,-0.0914
7.101,-0.0775,-0.0093,-0.0914
7.121,-0.0776,-0.0093,-0.0914
7.142,-0.0775,-0.0093,-0.0913
7.162,-0.0774,-0.0093,-0.0914
7.182,-0.0773,-0.0093,-0.0913
7.202,-0.0773,-0.0093,-0.0912
7.222,-0.0773,-0.0094,-0.0913
7.242,-0.0774,-0.0094,-0.0912
7.262,-0.0772,-0.0092,-0.0913
7.282,-0.0772,-0.0092,-0.0913
7.302,-0.0774,-0.0092,-0.0913
7.322,-0.0773,-0.0092,-0.0913
7.342,-0.0773,-0.0093,-0.0911
7.363,-0.0772,-0.0091,-0.0913
7.382,-0.0771,-0.0092,-0.0913
7.402,-0.0773,-0.0096,-0.0913
7.426,-0.0773,-0.0096,-0.0913
7.446,-0.0773,-0.0096,-0.0913
7.466,-0.0773,-0.0096,-0.0913
7.482,-0.0773,-0.0096,-0.0913
7.502,-0.0773,-0.0096,-0.0913
7.522,-0.0773,-0.0096,-0.0913
7.542,-0.0773,-0.0096,-0.0913
7.562,-0.0773,-0.0096,-0.0913
7.582,-0.0773,-0.0096,-0.0913
7.602,-0.0773,-0.0096,-0.0913
7.622,-0.0773,-0.0096,-0.0913
7.642,-0.0773,-0.0096,-0.0913
7.661,-0.0773,-0.0096,-0.0913
7.682,-0.0773,-0.0096,-0.0913
7.701,-0.0773,-0.0096,-0.0913
7.722,-0.0773,-0.0096,-0.0913
7.742,-0.0773,-0.0096,-0.0913
7.771,-0.0773,-0.0096,-0.0913
7.791,-0.0777,-0.0089,-0.0912
7.801,-0.0778,-0.0089,-0.0912
7.821,-0.078,-0.0092,-0.091
7.843,-0.078,-0.0092,-0.091
7.863,-0.078,-0.0092,-0.091
7.882,-0.078,-0.0092,-0.091
7.902,-0.078,-0.0092,-0.091
7.922,-0.078,-0.0092,-0.091
7.942,-0.078,-0.0092,-0.091
7.962,-0.078,-0.0092,-0.091
7.982,-0.0766,-0.0087,-0.0916
8.003,-0.0766,-0.0087,-0.0916
8.022,-0.0766,-0.0087,-0.0916
8.042,-0.0766,-0.0087,-0.0916
8.062,-0.0766,-0.0087,-0.0916
8.082,-0.0766,-0.0087,-0.0916
8.111,-0.0766,-0.0087,-0.0916
8.131,-0.0765,-0.0089,-0.0913
8.151,-0.0773,-0.0088,-0.0912
8.171,-0.0773,-0.0088,-0.0911
8.182,-0.0772,-0.0088,-0.0912
8.202,-0.0771,-0.0088,-0.0911
8.222,-0.0771,-0.0086,-0.0914
8.243,-0.077,-0.0089,-0.0912
8.263,-0.0768,-0.009,-0.0912
8.282,-0.0763,-0.009,-0.0913
8.303,-0.0762,-0.0091,-0.0912
8.323,-0.0765,-0.0093,-0.0911
8.343,-0.0766,-0.0094,-0.091
8.362,-0.077,-0.0095,-0.0909
8.382,-0.0769,-0.0094,-0.0909
8.402,-0.0767,-0.0094,-0.091
8.422,-0.0766,-0.0095,-0.0911
8.451,-0.0766,-0.0095,-0.0911
8.471,-0.0766,-0.0095,-0.0911
8.492,-0.0755,-0.01,-0.0912
8.511,-0.075,-0.0102,-0.0914
8.523,-0.0745,-0.0102,-0.0918
8.543,-0.0748,-0.0105,-0.0921
8.563,-0.0747,-0.0108,-0.0925
8.583,-0.0746,-0.0113,-0.093
8.603,-0.0747,-0.0126,-0.0933
8.622,-0.0743,-0.0139,-0.0941
8.643,-0.0737,-0.0161,-0.0955
8.662,-0.0734,-0.0186,-0.0964
8.682,-0.0734,-0.0186,-0.0964
8.702,-0.0734,-0.021,-0.0972
8.722,-0.0734,-0.021,-0.0972
8.742,-0.0734,-0.021,-0.0972
8.762,-0.0756,-0.0218,-0.0953
8.783,-0.0761,-0.0222,-0.0947
8.803,-0.0761,-0.0222,-0.0947
8.829,-0.0761,-0.0222,-0.0947
8.849,-0.0761,-0.0222,-0.0947
8.869,-0.0761,-0.0222,-0.0947
8.883,-0.0761,-0.0222,-0.0947
8.903,-0.0761,-0.0222,-0.0947
8.922,-0.0768,-0.0199,-0.0995
8.942,-0.0783,-0.0188,-0.1008
8.962,-0.0787,-0.0178,-0.1018
8.982,-0.0795,-0.0174,-0.1034
9.002,-0.0795,-0.0174,-0.1034
9.023,-0.0795,-0.0174,-0.1034
9.043,-0.0797,-0.017,-0.1075
9.062,-0.0797,-0.017,-0.1075
9.083,-0.0808,-0.0195,-0.1121
9.102,-0.0811,-0.0201,-0.1155
9.122,-0.082,-0.0209,-0.1191
9.152,-0.0831,-0.0218,-0.1225
9.172,-0.0847,-0.0229,-0.1257
9.192,-0.0861,-0.0243,-0.1284
9.212,-0.088,-0.0255,-0.1318
9.222,-0.0898,-0.0267,-0.1349
9.243,-0.0919,-0.0279,-0.1375
9.263,-0.0939,-0.0288,-0.1395
9.282,-0.0962,-0.03,-0.141
9.303,-0.0978,-0.0324,-0.1423
9.322,-0.0988,-0.0353,-0.1438
9.343,-0.0997,-0.0381,-0.1452
9.363,-0.1009,-0.0408,-0.1462
9.383,-0.1019,-0.044,-0.1466
9.403,-0.1033,-0.0473,-0.1462
9.423,-0.1044,-0.0497,-0.1461
9.443,-0.1061,-0.0522,-0.1454
9.463,-0.1078,-0.0551,-0.1443
9.483,-0.1103,-0.058,-0.1426
9.503,-0.1124,-0.0611,-0.1419
9.523,-0.1146,-0.0634,-0.1412
9.543,-0.1167,-0.0657,-0.14
9.563,-0.1193,-0.0672,-0.1386
9.583,-0.1234,-0.0683,-0.137
9.603,-0.1278,-0.0688,-0.1357
9.623,-0.1326,-0.0682,-0.1339
9.643,-0.1326,-0.0682,-0.1339
9.663,-0.1326,-0.0682,-0.1339
9.683,-0.1453,-0.0652,-0.1337
9.703,-0.1492,-0.0658,-0.1367
9.723,-0.1518,-0.0673,-0.1408
9.743,-0.1531,-0.0675,-0.1438
9.763,-0.1545,-0.0667,-0.1467
9.783,-0.1572,-0.0657,-0.1523
9.802,-0.1585,-0.065,-0.1562
9.823,-0.1605,-0.0638,-0.1618
9.852,-0.162,-0.0632,-0.1684
9.871,-0.1641,-0.0624,-0.1749
9.891,-0.166,-0.0615,-0.182
9.912,-0.1681,-0.0605,-0.1896
9.924,-0.17,-0.0591,-0.1976
9.943,-0.1718,-0.0581,-0.2062
9.963,-0.1736,-0.0561,-0.2152
9.984,-0.1753,-0.0546,-0.2246
10.003,-0.1773,-0.0527,-0.2348
10.023,-0.1791,-0.0508,-0.2453
10.044,-0.1808,-0.0483,-0.2558
10.064,-0.1821,-0.0458,-0.2663
10.083,-0.1832,-0.0426,-0.2767
10.103,-0.1841,-0.0393,-0.2871
10.123,-0.1852,-0.0365,-0.2974
10.143,-0.1858,-0.0339,-0.3075
10.163,-0.1864,-0.0326,-0.3177
10.183,-0.1871,-0.0319,-0.3278
10.211,-0.1877,-0.0316,-0.3376
10.231,-0.1886,-0.031,-0.347
10.251,-0.1905,-0.0303,-0.3561
10.264,-0.1925,-0.0292,-0.3655
10.283,-0.1944,-0.0283,-0.375
10.303,-0.1962,-0.0274,-0.3848
10.323,-0.1978,-0.0262,-0.3944
10.343,-0.1993,-0.025,-0.4042
10.363,-0.2004,-0.0234,-0.4137
10.383,-0.2013,-0.0218,-0.423
10.404,-0.2019,-0.0199,-0.4322
10.424,-0.2021,-0.0181,-0.4411
10.443,-0.2026,-0.0165,-0.4505
10.464,-0.2024,-0.0147,-0.4597
10.484,-0.2017,-0.0129,-0.4691
10.504,-0.201,-0.0115,-0.4801
10.525,-0.2005,-0.0103,-0.4914
10.544,-0.1997,-0.0093,-0.5029
10.571,-0.1981,-0.0087,-0.5149
10.591,-0.1958,-0.0085,-0.5271
10.611,-0.1931,-0.0082,-0.5393
10.624,-0.1897,-0.0079,-0.5516
10.644,-0.186,-0.0075,-0.5638
10.664,-0.1824,-0.0067,-0.5755
10.684,-0.1785,-0.0053,-0.5863
10.704,-0.1744,-0.0033,-0.596
10.724,-0.1702,-0.0005,-0.6046
10.743,-0.1665,0.003,-0.6119
10.765,-0.1632,0.0073,-0.6177
10.784,-0.1599,0.012,-0.6221
10.804,-0.1569,0.0172,-0.6256
10.823,-0.1541,0.0223,-0.6293
10.844,-0.1515,0.0273,-0.6327
10.864,-0.149,0.0322,-0.6353
10.884,-0.1466,0.0366,-0.638
10.912,-0.1441,0.0407,-0.6412
10.932,-0.1421,0.0447,-0.6445
10.944,-0.1401,0.0485,-0.648
10.964,-0.1381,0.0517,-0.6518
10.985,-0.1361,0.0547,-0.656
11.005,-0.1341,0.0571,-0.6606
11.023,-0.1323,0.0594,-0.6651
11.044,-0.131,0.0615,-0.6693
11.064,-0.1302,0.0634,-0.6733
11.084,-0.1301,0.0651,-0.6771
11.103,-0.1301,0.0666,-0.6806
11.124,-0.1306,0.0681,-0.6839
11.144,-0.1314,0.0694,-0.687
11.164,-0.1326,0.0709,-0.6898
11.184,-0.1341,0.0727,-0.6923
11.204,-0.1356,0.0746,-0.6946
11.224,-0.137,0.0767,-0.6969
11.252,-0.1382,0.079,-0.6993
11.272,-0.1392,0.0817,-0.7018
11.292,-0.1397,0.0846,-0.7041
11.312,-0.1394,0.0876,-0.7068
11.323,-0.1389,0.0907,-0.7098
11.344,-0.1378,0.0938,-0.7131
11.364,-0.1363,0.0968,-0.7168
11.384,-0.1345,0.0998,-0.7209
11.404,-0.1326,0.1026,-0.7252
11.424,-0.1304,0.1051,-0.7296
11.444,-0.1283,0.1073,-0.7342
11.464,-0.1259,0.1092,-0.7386
11.484,-0.1235,0.1106,-0.7428
11.504,-0.1208,0.1117,-0.7469
11.524,-0.1182,0.1125,-0.7507
11.544,-0.1158,0.1131,-0.7542
11.565,-0.1133,0.1138,-0.7573
11.585,-0.1105,0.1142,-0.7598
11.612,-0.1076,0.1145,-0.762
11.632,-0.1046,0.115,-0.7638
11.652,-0.1014,0.1157,-0.7653
11.664,-0.0983,0.1166,-0.767
11.684,-0.0952,0.1174,-0.7689
11.705,-0.0922,0.1185,-0.7708
11.724,-0.0894,0.1198,-0.7728
11.744,-0.0868,0.1214,-0.7751
11.764,-0.0845,0.1232,-0.7773
11.784,-0.0825,0.1251,-0.7796
11.804,-0.0805,0.1269,-0.7819
11.824,-0.0788,0.1287,-0.7841
11.844,-0.0774,0.1305,-0.7858
11.864,-0.0764,0.1319,-0.7873
11.8841,-0.0757,0.1332,-0.7884
11.9041,-0.0754,0.1343,-0.7892
11.9251,-0.0754,0.1351,-0.7897
11.9441,-0.0757,0.1355,-0.7898
11.9671,-0.0763,0.1358,-0.7896
11.9871,-0.0771,0.1357,-0.7893
12.0041,-0.0782,0.1355,-0.7889
12.0251,-0.0792,0.1352,-0.7888
12.0441,-0.0801,0.135,-0.7886
12.0641,-0.0809,0.1349,-0.7886
12.0841,-0.0812,0.1346,-0.7887
12.1051,-0.0814,0.1346,-0.7889
12.1251,-0.0812,0.1347,-0.789
12.1451,-0.0805,0.1348,-0.7893
12.1651,-0.0795,0.1349,-0.7899
12.1841,-0.0779,0.1351,-0.7904
12.2051,-0.0758,0.1355,-0.7908
12.2251,-0.0729,0.1359,-0.7912
12.2441,-0.0696,0.1365,-0.7918
12.2641,-0.0661,0.1372,-0.7924
12.2841,-0.0625,0.1379,-0.7929
12.3041,-0.0586,0.1387,-0.7939
12.3321,-0.0548,0.1396,-0.795
12.3531,-0.0512,0.1405,-0.7958
12.3641,-0.0475,0.141,-0.7964
12.3851,-0.0439,0.1415,-0.7969
12.4051,-0.0406,0.1421,-0.7973
12.4251,-0.0378,0.1426,-0.7974
12.4441,-0.0351,0.1429,-0.7973
12.4641,-0.0327,0.143,-0.7972
12.4841,-0.0307,0.1432,-0.7973
12.5041,-0.0291,0.1434,-0.7971
12.5241,-0.0278,0.1433,-0.7965
12.5441,-0.0264,0.1431,-0.7959
12.5641,-0.0253,0.143,-0.7954
12.5851,-0.0243,0.1432,-0.7945
12.6041,-0.0235,0.1438,-0.7935
12.6241,-0.0228,0.1449,-0.7928
12.6451,-0.0224,0.146,-0.792
12.6681,-0.022,0.1475,-0.7906
12.6881,-0.0214,0.1489,-0.7895
12.7081,-0.021,0.1505,-0.7884
12.7251,-0.0204,0.152,-0.787
12.7451,-0.0195,0.1534,-0.7854
12.7641,-0.0183,0.1548,-0.7841
12.7841,-0.0169,0.1562,-0.7832
12.8041,-0.0155,0.1579,-0.782
12.8251,-0.0138,0.1596,-0.7809
12.8451,-0.0117,0.1613,-0.7804
12.8651,-0.0097,0.1629,-0.7804
12.8851,-0.0078,0.1648,-0.7803
12.9051,-0.0057,0.1662,-0.7803
