t,x (m),y (m),z (m) 
85.3668,-0.1601,-0.0502,-0.0938
85.3868,-0.1612,-0.0504,-0.0931
85.4078,-0.1622,-0.0499,-0.0928
85.4278,-0.1625,-0.05,-0.0926
85.4508,-0.1617,-0.0503,-0.0924
85.4698,-0.161,-0.0505,-0.0932
85.4898,-0.1606,-0.0503,-0.0936
85.5108,-0.1601,-0.0504,-0.0938
85.5278,-0.1599,-0.0504,-0.094
85.5468,-0.1595,-0.0501,-0.0943
85.5678,-0.1591,-0.0497,-0.0944
85.5878,-0.1587,-0.0493,-0.0949
85.6078,-0.1586,-0.0487,-0.0951
85.6278,-0.1587,-0.0485,-0.0952
85.6478,-0.1591,-0.0479,-0.0951
85.6668,-0.1596,-0.0477,-0.0947
85.6868,-0.1599,-0.0475,-0.0939
85.7068,-0.1604,-0.047,-0.0935
85.7268,-0.161,-0.0468,-0.0928
85.7468,-0.1615,-0.0462,-0.0928
85.7668,-0.1619,-0.046,-0.0924
85.7868,-0.1621,-0.0458,-0.0924
85.8068,-0.1617,-0.0458,-0.0926
85.8278,-0.1615,-0.0459,-0.093
85.8478,-0.1608,-0.046,-0.0933
85.8678,-0.1602,-0.0463,-0.0939
85.8878,-0.1598,-0.0465,-0.0942
85.9068,-0.1595,-0.0467,-0.0946
85.9268,-0.1594,-0.0467,-0.0948
85.9467,-0.1594,-0.0467,-0.0947
85.9667,-0.1595,-0.0468,-0.0945
85.9867,-0.1598,-0.0467,-0.0942
86.0067,-0.1602,-0.0466,-0.0937
86.0267,-0.161,-0.0462,-0.0932
86.0477,-0.1615,-0.0461,-0.0928
86.0667,-0.1619,-0.0461,-0.0927
86.0867,-0.1621,-0.0462,-0.0925
86.1077,-0.1619,-0.0464,-0.0926
86.1267,-0.1616,-0.0466,-0.0928
86.1497,-0.161,-0.0469,-0.0929
86.1697,-0.1606,-0.0471,-0.0934
86.1897,-0.1605,-0.0474,-0.0934
86.2097,-0.1604,-0.0475,-0.0935
86.2267,-0.1606,-0.0474,-0.0933
86.2467,-0.1609,-0.0471,-0.0931
86.2667,-0.1614,-0.0468,-0.0929
86.2867,-0.1618,-0.0467,-0.0927
86.3067,-0.1619,-0.0466,-0.0927
86.3267,-0.1618,-0.0465,-0.0928
86.3467,-0.1615,-0.0465,-0.0929
86.3667,-0.161,-0.0468,-0.0931
86.3867,-0.1606,-0.0471,-0.0933
86.4067,-0.1603,-0.0473,-0.0935
86.4277,-0.1603,-0.0474,-0.0935
86.4467,-0.1604,-0.0474,-0.0934
86.4677,-0.1606,-0.0474,-0.0932
86.4877,-0.1611,-0.0472,-0.093
86.5097,-0.1613,-0.0472,-0.0927
86.5297,-0.1615,-0.0471,-0.0927
86.5467,-0.1613,-0.0472,-0.0927
86.5677,-0.161,-0.0472,-0.0929
86.5877,-0.1607,-0.0473,-0.0931
86.6077,-0.1606,-0.0474,-0.0932
86.6277,-0.1606,-0.0473,-0.0933
86.6477,-0.1607,-0.0473,-0.0932
86.6677,-0.1608,-0.0472,-0.0931
86.6877,-0.1613,-0.047,-0.0928
86.7077,-0.1612,-0.0471,-0.0928
86.7277,-0.1614,-0.047,-0.0929
86.7467,-0.1612,-0.0474,-0.0929
86.7677,-0.161,-0.0476,-0.0929
86.7867,-0.1609,-0.0478,-0.0929
86.8077,-0.161,-0.0478,-0.0928
86.8277,-0.1611,-0.0477,-0.0928
86.8497,-0.1612,-0.0476,-0.0928
86.8697,-0.1612,-0.0474,-0.0929
86.8897,-0.1611,-0.0472,-0.0929
86.9097,-0.1612,-0.0471,-0.0931
86.9277,-0.1609,-0.0471,-0.093
86.9477,-0.1609,-0.0472,-0.0931
86.9677,-0.1608,-0.0472,-0.0931
86.9876,-0.1609,-0.0472,-0.093
87.0076,-0.161,-0.0473,-0.093
87.0266,-0.1612,-0.0474,-0.0929
87.0466,-0.1612,-0.0475,-0.0928
87.0666,-0.1612,-0.0476,-0.0928
87.0876,-0.1611,-0.0475,-0.0929
87.1076,-0.1611,-0.0474,-0.0931
87.1276,-0.161,-0.0474,-0.0932
87.1476,-0.161,-0.0473,-0.0931
87.1676,-0.1611,-0.0472,-0.0931
87.1876,-0.1613,-0.0473,-0.093
87.2106,-0.1613,-0.0472,-0.0929
87.2306,-0.1612,-0.0475,-0.0926
87.2506,-0.161,-0.0471,-0.093
87.2666,-0.161,-0.0472,-0.0931
87.2866,-0.1609,-0.0474,-0.0931
87.3076,-0.1611,-0.0474,-0.0932
87.3266,-0.1611,-0.0474,-0.0931
87.3476,-0.1612,-0.0476,-0.0931
87.3666,-0.1612,-0.0475,-0.093
87.3876,-0.1612,-0.0475,-0.0932
87.4076,-0.1611,-0.0472,-0.0932
87.4266,-0.1611,-0.0474,-0.0932
87.4466,-0.1611,-0.0472,-0.0932
87.4676,-0.1611,-0.0475,-0.0931
87.4876,-0.1612,-0.0474,-0.093
87.5076,-0.1611,-0.0475,-0.0932
87.5276,-0.1611,-0.0473,-0.0931
87.5476,-0.1611,-0.0474,-0.0931
87.5676,-0.1612,-0.0474,-0.0931
87.5876,-0.1611,-0.0472,-0.0932
87.6076,-0.1611,-0.0473,-0.0932
87.6286,-0.1612,-0.0473,-0.0931
87.6496,-0.1611,-0.0474,-0.0932
87.6696,-0.1612,-0.0471,-0.0931
87.6896,-0.161,-0.0473,-0.0932
87.7086,-0.161,-0.0472,-0.093
87.7296,-0.1611,-0.0473,-0.0931
87.7476,-0.1611,-0.0471,-0.0931
87.7696,-0.1611,-0.0472,-0.0932
87.7896,-0.1611,-0.0473,-0.0931
87.8086,-0.1611,-0.0472,-0.0932
87.8296,-0.1611,-0.0474,-0.093
87.8496,-0.1611,-0.0472,-0.0932
87.8706,-0.1611,-0.0474,-0.0931
87.8996,-0.1611,-0.0474,-0.0931
87.9096,-0.1612,-0.0475,-0.0929
87.9296,-0.1613,-0.0474,-0.093
87.9496,-0.1611,-0.0473,-0.0932
87.9696,-0.1611,-0.0474,-0.0931
87.9906,-0.1612,-0.0475,-0.0929
88.0096,-0.1611,-0.0475,-0.093
88.0306,-0.1611,-0.0474,-0.0931
88.0516,-0.1611,-0.0474,-0.0931
88.0696,-0.1612,-0.0475,-0.093
88.0896,-0.1611,-0.0476,-0.0931
88.1086,-0.1612,-0.0475,-0.0931
88.1286,-0.1612,-0.0476,-0.093
88.1486,-0.1611,-0.0477,-0.0929
88.1686,-0.1611,-0.0477,-0.093
88.1886,-0.1611,-0.0475,-0.0932
88.2096,-0.1612,-0.0475,-0.0931
88.2296,-0.1612,-0.0478,-0.0929
88.2506,-0.1611,-0.0476,-0.093
88.2706,-0.1611,-0.0476,-0.093
88.2906,-0.1611,-0.0474,-0.0931
88.3106,-0.1613,-0.0478,-0.0929
88.3306,-0.1612,-0.0476,-0.093
88.3506,-0.161,-0.0475,-0.0932
88.3696,-0.1611,-0.0475,-0.0932
88.3906,-0.1611,-0.0476,-0.0929
88.4096,-0.1611,-0.0477,-0.0929
88.4306,-0.1611,-0.0475,-0.0932
88.4506,-0.161,-0.0475,-0.0931
88.4696,-0.1611,-0.0475,-0.0932
88.4895,-0.1611,-0.0476,-0.0929
88.5085,-0.1611,-0.0476,-0.0931
88.5295,-0.1611,-0.0475,-0.0931
88.5495,-0.1611,-0.0475,-0.0931
88.5695,-0.1612,-0.0476,-0.0929
88.5995,-0.1611,-0.0475,-0.0931
88.6095,-0.1611,-0.0474,-0.0932
88.6295,-0.1611,-0.0475,-0.0932
88.6495,-0.1612,-0.0477,-0.093
88.6695,-0.1611,-0.0475,-0.093
88.6905,-0.1611,-0.0474,-0.0931
88.7095,-0.1611,-0.0475,-0.0931
88.7295,-0.1611,-0.0475,-0.093
88.7495,-0.161,-0.0474,-0.0932
88.7695,-0.1611,-0.0474,-0.0932
88.7905,-0.1612,-0.0477,-0.093
88.8095,-0.1612,-0.0477,-0.0929
88.8295,-0.161,-0.0475,-0.093
88.8495,-0.1611,-0.0475,-0.0931
88.8695,-0.1611,-0.0474,-0.0932
88.8895,-0.1612,-0.0476,-0.0929
88.9095,-0.1611,-0.0475,-0.0931
88.9305,-0.1611,-0.0475,-0.0931
88.9495,-0.1611,-0.0474,-0.0931
88.9745,-0.1612,-0.0475,-0.0929
88.9945,-0.1611,-0.0475,-0.0931
89.0095,-0.161,-0.0473,-0.0932
89.0305,-0.1611,-0.0474,-0.0932
89.0495,-0.1612,-0.0476,-0.0928
89.0695,-0.161,-0.0477,-0.0929
89.0905,-0.1611,-0.0474,-0.0932
89.1095,-0.1611,-0.0474,-0.0932
89.1305,-0.1612,-0.0476,-0.093
89.1505,-0.1611,-0.0475,-0.0931
89.1705,-0.1611,-0.0474,-0.0932
89.1895,-0.1611,-0.0475,-0.0931
89.2105,-0.1611,-0.0476,-0.093
89.2305,-0.1611,-0.0474,-0.0931
89.2505,-0.1611,-0.0474,-0.0931
89.2685,-0.1611,-0.0473,-0.0932
89.2885,-0.1612,-0.0475,-0.0931
89.3095,-0.1611,-0.0475,-0.0931
89.3305,-0.1611,-0.0475,-0.093
89.3505,-0.1612,-0.0475,-0.0931
89.3705,-0.1611,-0.0473,-0.0932
89.3905,-0.1612,-0.0475,-0.093
89.4095,-0.1611,-0.0476,-0.0931
89.4305,-0.1611,-0.0475,-0.0932
89.4495,-0.1611,-0.0475,-0.0932
89.4695,-0.161,-0.0476,-0.0932
89.4905,-0.1611,-0.0473,-0.0933
89.5095,-0.1611,-0.0475,-0.0932
89.5305,-0.161,-0.0474,-0.0931
89.5505,-0.1612,-0.0477,-0.093
89.5705,-0.1611,-0.0474,-0.0933
89.5895,-0.161,-0.0475,-0.0933
89.6095,-0.1611,-0.0475,-0.0932
89.6315,-0.161,-0.0476,-0.0931
89.6505,-0.1614,-0.0478,-0.093
89.6775,-0.1611,-0.0478,-0.093
89.6975,-0.1611,-0.048,-0.0929
89.7175,-0.1612,-0.0476,-0.093
89.7295,-0.161,-0.0475,-0.0933
89.7505,-0.1613,-0.0476,-0.093
89.7695,-0.161,-0.0475,-0.0932
89.7905,-0.1611,-0.0476,-0.0932
89.8095,-0.1611,-0.0473,-0.0933
89.8305,-0.161,-0.0476,-0.0933
89.8505,-0.1613,-0.0474,-0.0932
89.8695,-0.1609,-0.0475,-0.0933
89.8905,-0.1613,-0.0477,-0.093
89.9095,-0.161,-0.0474,-0.0933
89.9305,-0.1611,-0.0474,-0.0932
89.9505,-0.1612,-0.0473,-0.0931
89.9705,-0.1611,-0.0468,-0.0933
89.9995,-0.1614,-0.0465,-0.0931
90.0095,-0.1612,-0.0461,-0.0935
90.0395,-0.1613,-0.0457,-0.0935
90.0595,-0.161,-0.0454,-0.0936
90.0695,-0.1612,-0.0449,-0.0934
90.0895,-0.1613,-0.0441,-0.0935
90.1095,-0.1615,-0.0435,-0.0934
90.1295,-0.162,-0.0426,-0.0933
90.1495,-0.162,-0.0418,-0.0935
90.1694,-0.162,-0.0416,-0.0934
90.1894,-0.1624,-0.0412,-0.0931
90.2084,-0.1625,-0.0407,-0.0931
90.2304,-0.1625,-0.0396,-0.0933
90.2494,-0.1626,-0.0389,-0.0933
90.2704,-0.1627,-0.0382,-0.0934
90.2904,-0.1629,-0.0373,-0.0932
90.3104,-0.1628,-0.0365,-0.0935
90.3304,-0.1629,-0.0354,-0.0938
90.3494,-0.1632,-0.0346,-0.0936
90.3794,-0.1632,-0.0338,-0.0935
90.3894,-0.1632,-0.0329,-0.0937
90.4094,-0.1632,-0.0321,-0.0936
90.4294,-0.1632,-0.0312,-0.0933
90.4494,-0.1633,-0.0304,-0.0933
90.4694,-0.1635,-0.0294,-0.0936
90.4904,-0.1635,-0.0287,-0.0935
90.5094,-0.1633,-0.0277,-0.0933
90.5304,-0.1632,-0.0267,-0.0933
90.5494,-0.163,-0.0257,-0.0934
90.5704,-0.1631,-0.0248,-0.0932
90.5904,-0.163,-0.0238,-0.0933
90.6104,-0.1628,-0.023,-0.0933
90.6304,-0.1629,-0.022,-0.0934
90.6504,-0.1628,-0.021,-0.0932
90.6704,-0.1627,-0.0199,-0.093
90.6994,-0.1626,-0.0189,-0.0931
90.7194,-0.1627,-0.0184,-0.0932
90.7394,-0.1626,-0.0173,-0.0932
90.7504,-0.1624,-0.0164,-0.093
90.7704,-0.1621,-0.0153,-0.093
90.7914,-0.1618,-0.0142,-0.0929
90.8104,-0.1616,-0.0132,-0.093
90.8304,-0.1613,-0.0123,-0.0929
90.8514,-0.1611,-0.0115,-0.0929
90.8704,-0.1609,-0.0105,-0.0929
90.8904,-0.1607,-0.0098,-0.0928
90.9114,-0.1604,-0.0092,-0.093
90.9314,-0.1603,-0.0083,-0.0929
90.9504,-0.1601,-0.0074,-0.0928
90.9714,-0.1599,-0.0064,-0.0929
90.9904,-0.1597,-0.0058,-0.0928
91.0114,-0.1594,-0.0052,-0.0927
91.0304,-0.1592,-0.0043,-0.0927
91.0594,-0.159,-0.0036,-0.0928
91.0794,-0.1586,-0.0029,-0.0928
91.0994,-0.1587,-0.0023,-0.0927
91.1104,-0.1584,-0.0017,-0.0927
91.1304,-0.1581,-0.001,-0.0927
91.1504,-0.158,-0.0003,-0.0926
91.1704,-0.1577,0.0003,-0.0926
91.1914,-0.1574,0.0009,-0.0926
91.2104,-0.157,0.0014,-0.0927
91.2314,-0.1567,0.0019,-0.0926
91.2514,-0.1566,0.0024,-0.0925
91.2714,-0.1566,0.0029,-0.0926
91.2904,-0.1564,0.0032,-0.0926
91.3124,-0.1563,0.0035,-0.0925
91.3304,-0.1562,0.004,-0.0925
91.3514,-0.1561,0.0043,-0.0926
91.3714,-0.1559,0.0048,-0.0925
91.3914,-0.1557,0.005,-0.0926
91.4114,-0.1557,0.0054,-0.0925
91.4344,-0.1554,0.0056,-0.0924
91.4544,-0.1553,0.0059,-0.0923
91.4714,-0.1551,0.0063,-0.0923
91.4914,-0.1551,0.0064,-0.0924
91.5114,-0.1549,0.0067,-0.0924
91.5314,-0.1549,0.0068,-0.0923
91.5524,-0.1546,0.0071,-0.0923
91.5714,-0.1546,0.0073,-0.0923
91.5924,-0.1545,0.0075,-0.0923
91.6104,-0.1544,0.0078,-0.0923
91.6304,-0.1544,0.0078,-0.0925
91.6504,-0.1543,0.008,-0.0924
91.6703,-0.1542,0.0083,-0.0925
91.6914,-0.1541,0.0084,-0.0924
91.7113,-0.154,0.0085,-0.0925
91.7303,-0.154,0.0087,-0.0925
91.7514,-0.1538,0.0089,-0.0924
91.7794,-0.1539,0.0089,-0.0925
91.7993,-0.1538,0.009,-0.0924
91.8103,-0.1538,0.0091,-0.0924
91.8314,-0.1538,0.0093,-0.0924
91.8513,-0.1537,0.0093,-0.0924
91.8713,-0.1537,0.0093,-0.0924
91.8913,-0.1536,0.0094,-0.0924
91.9113,-0.1535,0.0096,-0.0924
91.9313,-0.1533,0.0097,-0.0925
91.9513,-0.1532,0.0098,-0.0925
91.9713,-0.1532,0.0098,-0.0925
91.9913,-0.1531,0.0099,-0.0925
92.0113,-0.153,0.0101,-0.0924
92.0313,-0.153,0.0102,-0.0924
92.0513,-0.153,0.0104,-0.0925
92.0713,-0.1529,0.0105,-0.0924
92.0993,-0.1528,0.0107,-0.0924
92.1193,-0.1527,0.0109,-0.0925
92.1393,-0.1526,0.0109,-0.0925
92.1593,-0.1526,0.0109,-0.0924
92.1713,-0.1524,0.0111,-0.0925
92.1913,-0.1523,0.0114,-0.0925
92.2113,-0.1522,0.0115,-0.0925
92.2313,-0.1522,0.0115,-0.0925
92.2513,-0.1522,0.0116,-0.0925
92.2693,-0.1521,0.0118,-0.0925
92.2903,-0.152,0.012,-0.0925
92.3103,-0.152,0.0121,-0.0925
92.3313,-0.1519,0.0122,-0.0925
92.3513,-0.1518,0.0123,-0.0925
92.3713,-0.1518,0.0124,-0.0926
92.3903,-0.1518,0.0126,-0.0926
92.4113,-0.1517,0.0127,-0.0925
92.4303,-0.1516,0.0128,-0.0926
92.4593,-0.1515,0.0129,-0.0926
92.4793,-0.1515,0.0129,-0.0925
92.4993,-0.1515,0.0131,-0.0925
92.5183,-0.1514,0.0133,-0.0926
92.5313,-0.1513,0.0133,-0.0926
92.5513,-0.1513,0.0133,-0.0926
92.5713,-0.1513,0.0134,-0.0925
92.5913,-0.1512,0.0137,-0.0926
92.6123,-0.151,0.0138,-0.0925
92.6303,-0.151,0.0138,-0.0925
92.6503,-0.151,0.0138,-0.0925
92.6713,-0.151,0.0139,-0.0925
92.6903,-0.1508,0.014,-0.0925
92.7113,-0.1507,0.0142,-0.0926
92.7313,-0.1507,0.0144,-0.0925
92.7513,-0.1506,0.0143,-0.0926
92.7713,-0.1506,0.0144,-0.0926
92.7913,-0.1507,0.0144,-0.0926
92.8123,-0.1506,0.0145,-0.0926
92.8373,-0.1504,0.0146,-0.0926
92.8573,-0.1502,0.0148,-0.0926
92.8713,-0.1502,0.0149,-0.0927
92.8913,-0.1502,0.0149,-0.0926
92.9112,-0.1501,0.015,-0.0926
92.9312,-0.15,0.0151,-0.0926
92.9512,-0.1499,0.0152,-0.0927
92.9712,-0.1499,0.0152,-0.0927
92.9912,-0.1499,0.0153,-0.0926
93.0112,-0.1498,0.0153,-0.0926
93.0322,-0.1497,0.0154,-0.0926
93.0522,-0.1498,0.0155,-0.0927
93.0722,-0.1496,0.0156,-0.0927
93.0922,-0.1495,0.0158,-0.0928
93.1112,-0.1496,0.0158,-0.0928
93.1322,-0.1496,0.0157,-0.0928
93.1592,-0.1496,0.0158,-0.0928
93.1792,-0.1495,0.016,-0.0927
93.1992,-0.1494,0.016,-0.0927
93.2122,-0.1493,0.016,-0.0927
93.2322,-0.1493,0.0162,-0.0928
93.2522,-0.1493,0.0162,-0.0928
93.2722,-0.1492,0.0161,-0.0928
93.2912,-0.1493,0.0162,-0.0927
93.3122,-0.1492,0.0164,-0.0927
93.3322,-0.1491,0.0165,-0.0928
93.3522,-0.149,0.0166,-0.0928
93.3722,-0.1491,0.0165,-0.0927
93.3922,-0.1492,0.0164,-0.0927
93.4112,-0.1492,0.0162,-0.0926
93.4312,-0.1494,0.0163,-0.0926
93.4512,-0.1494,0.0162,-0.0926
93.4712,-0.1493,0.0163,-0.0925
93.4992,-0.1493,0.0162,-0.0926
93.5192,-0.1493,0.0163,-0.0925
93.5312,-0.1493,0.0164,-0.0925
93.5522,-0.1493,0.0164,-0.0925
93.5722,-0.1492,0.0164,-0.0924
93.5912,-0.1493,0.0164,-0.0925
93.6112,-0.1493,0.0164,-0.0924
93.6322,-0.1493,0.0164,-0.0924
93.6522,-0.1493,0.0163,-0.0924
93.6722,-0.1493,0.0164,-0.0925
93.6912,-0.1494,0.0163,-0.0925
93.7112,-0.1492,0.0165,-0.0924
93.7322,-0.1494,0.0162,-0.0925
93.7522,-0.1493,0.0164,-0.0925
93.7722,-0.1493,0.0163,-0.0924
93.7922,-0.1493,0.0164,-0.0924
93.8122,-0.1493,0.0164,-0.0924
93.8332,-0.1493,0.0163,-0.0924
93.8602,-0.1492,0.0164,-0.0924
93.8802,-0.1494,0.0163,-0.0924
93.9002,-0.1492,0.0164,-0.0924
93.9112,-0.1494,0.0163,-0.0924
93.9322,-0.1493,0.0163,-0.0924
93.9512,-0.1493,0.0163,-0.0923
93.9722,-0.1493,0.0163,-0.0924
93.9922,-0.1493,0.0164,-0.0923
94.0122,-0.1493,0.0163,-0.0924
94.0322,-0.1493,0.0164,-0.0924
94.0511,-0.1493,0.0163,-0.0924
94.0711,-0.1493,0.0164,-0.0924
94.0911,-0.1493,0.0163,-0.0923
94.1121,-0.1493,0.0164,-0.0924
94.1321,-0.1493,0.0163,-0.0923
94.1511,-0.1493,0.0163,-0.0924
94.1711,-0.1493,0.0164,-0.0924
94.1991,-0.1493,0.0164,-0.0924
94.2191,-0.1493,0.0164,-0.0923
94.2391,-0.1493,0.0163,-0.0924
94.2591,-0.1493,0.0164,-0.0924
94.2721,-0.1494,0.0163,-0.0923
94.2921,-0.1493,0.0163,-0.0924
94.3121,-0.1493,0.0163,-0.0923
94.3311,-0.1493,0.0164,-0.0923
94.3501,-0.1494,0.0164,-0.0924
94.3701,-0.1493,0.0163,-0.0924
94.3901,-0.1492,0.0164,-0.0923
94.4101,-0.1493,0.0164,-0.0923
94.4321,-0.1493,0.0164,-0.0923
94.4511,-0.1494,0.0163,-0.0924
94.4711,-0.1493,0.0164,-0.0924
94.4901,-0.1493,0.0163,-0.0923
94.5111,-0.1493,0.0164,-0.0923
94.5311,-0.1493,0.0164,-0.0924
94.5521,-0.1493,0.0164,-0.0923
94.5801,-0.1493,0.0163,-0.0924
94.5901,-0.1493,0.0163,-0.0924
94.6111,-0.1493,0.0164,-0.0924
94.6311,-0.1494,0.0163,-0.0923
94.6511,-0.1494,0.0164,-0.0924
94.6711,-0.1493,0.0163,-0.0923
94.6911,-0.1493,0.0163,-0.0923
94.7111,-0.1493,0.0162,-0.0923
94.7321,-0.1493,0.0163,-0.0923
94.7521,-0.1493,0.0162,-0.0923
94.7711,-0.1493,0.0163,-0.0924
94.7911,-0.1493,0.0163,-0.0923
94.8121,-0.1493,0.0163,-0.0923
94.8311,-0.1493,0.0163,-0.0923
94.8521,-0.1493,0.0163,-0.0923
94.8711,-0.1493,0.0163,-0.0923
94.9001,-0.1493,0.0163,-0.0923
94.9201,-0.1493,0.0163,-0.0924
94.9401,-0.1493,0.0163,-0.0923
94.9601,-0.1493,0.0163,-0.0924
94.9721,-0.1493,0.0163,-0.0923
94.9921,-0.1493,0.0163,-0.0923
95.0111,-0.1493,0.0163,-0.0923
95.0321,-0.1493,0.0163,-0.0923
95.0521,-0.1493,0.0163,-0.0923
95.0721,-0.1493,0.0163,-0.0923
95.0911,-0.1493,0.0163,-0.0923
95.1111,-0.1493,0.0163,-0.0923
95.1311,-0.1493,0.0163,-0.0923
95.1511,-0.1493,0.0163,-0.0923
95.1711,-0.1493,0.0163,-0.0923
95.191,-0.1493,0.0163,-0.0923
95.2121,-0.1493,0.0163,-0.0923
95.232,-0.1493,0.0163,-0.0923
95.259,-0.1493,0.0163,-0.0923
95.279,-0.1493,0.0163,-0.0923
95.299,-0.1493,0.0163,-0.0923
95.311,-0.1494,0.0163,-0.0923
95.331,-0.1494,0.0163,-0.0923
95.352,-0.1493,0.0162,-0.0923
95.372,-0.1492,0.0162,-0.0924
95.392,-0.1493,0.0163,-0.0924
95.411,-0.1493,0.0162,-0.0924
95.432,-0.1493,0.0162,-0.0923
95.452,-0.1493,0.0163,-0.0923
95.473,-0.1493,0.0163,-0.0923
95.492,-0.1493,0.0163,-0.0923
95.512,-0.1493,0.0163,-0.0923
95.532,-0.1493,0.0162,-0.0923
95.553,-0.1494,0.0163,-0.0923
95.573,-0.1494,0.0163,-0.0923
95.599,-0.1494,0.0162,-0.0923
95.619,-0.1494,0.0162,-0.0923
95.639,-0.1494,0.0162,-0.0923
95.659,-0.1494,0.0161,-0.0923
95.672,-0.1493,0.0161,-0.0923
95.692,-0.1494,0.0162,-0.0923
95.711,-0.1494,0.0162,-0.0923
95.732,-0.1493,0.0162,-0.0923
95.752,-0.1493,0.0162,-0.0923
95.772,-0.1493,0.0162,-0.0923
95.792,-0.1493,0.0162,-0.0923
95.811,-0.1493,0.0162,-0.0923
95.832,-0.1494,0.0162,-0.0923
95.852,-0.1493,0.0162,-0.0923
95.872,-0.1493,0.0162,-0.0923
95.892,-0.1493,0.0163,-0.0923
95.912,-0.1492,0.0162,-0.0923
95.933,-0.1492,0.0162,-0.0923
95.952,-0.1493,0.0162,-0.0923
95.974,-0.1493,0.0162,-0.0923
95.994,-0.1492,0.0162,-0.0923
96.012,-0.1492,0.0162,-0.0923
96.032,-0.1492,0.0162,-0.0923
96.052,-0.1492,0.0162,-0.0923
96.072,-0.1492,0.0161,-0.0923
96.092,-0.1492,0.0161,-0.0923
96.112,-0.1493,0.0161,-0.0923
96.132,-0.1494,0.016,-0.0922
96.152,-0.1494,0.016,-0.0923
96.173,-0.1495,0.0158,-0.0923
96.193,-0.1496,0.0158,-0.0924
96.212,-0.1496,0.0157,-0.0923
96.233,-0.1496,0.0157,-0.0923
96.253,-0.1498,0.0157,-0.0923
96.273,-0.1498,0.0157,-0.0923
96.292,-0.1497,0.0156,-0.0923
96.313,-0.1497,0.0155,-0.0923
96.332,-0.1498,0.0155,-0.0923
96.352,-0.1498,0.0155,-0.0923
96.373,-0.1498,0.0154,-0.0923
96.393,-0.1499,0.0154,-0.0923
96.41,-0.15,0.0153,-0.0923
96.43,-0.1501,0.0152,-0.0923
96.451,-0.1501,0.0152,-0.0923
96.47,-0.1502,0.015,-0.0923
96.49,-0.1502,0.0149,-0.0923
96.511,-0.1503,0.0148,-0.0922
96.533,-0.1505,0.0147,-0.0922
96.553,-0.1507,0.0144,-0.0922
96.573,-0.1508,0.0142,-0.0922
96.5919,-0.1509,0.014,-0.0923
96.6109,-0.151,0.014,-0.0924
96.632,-0.1511,0.0139,-0.0923
96.6519,-0.1511,0.0137,-0.0923
96.6769,-0.1511,0.0137,-0.0923
96.6969,-0.1511,0.0136,-0.0923
96.7169,-0.1512,0.0136,-0.0923
96.7319,-0.1513,0.0135,-0.0923
96.7519,-0.1512,0.0135,-0.0923
96.7719,-0.1512,0.0135,-0.0923
96.7909,-0.1512,0.0136,-0.0923
96.8119,-0.1512,0.0136,-0.0923
96.8319,-0.1511,0.0137,-0.0923
96.8529,-0.1511,0.0137,-0.0923
96.8719,-0.1511,0.0138,-0.0923
96.8919,-0.1511,0.0139,-0.0924
96.9119,-0.151,0.014,-0.0924
96.9329,-0.1508,0.0141,-0.0923
96.9529,-0.1507,0.0143,-0.0923
96.9719,-0.1506,0.0144,-0.0923
96.9999,-0.1504,0.0146,-0.0923
97.0199,-0.1503,0.0147,-0.0923
97.0409,-0.1502,0.0147,-0.0923
97.0609,-0.1502,0.0149,-0.0923
97.0729,-0.1501,0.0149,-0.0923
97.0919,-0.1501,0.015,-0.0923
97.1119,-0.1501,0.015,-0.0924
97.1319,-0.1501,0.015,-0.0924
97.1529,-0.15,0.015,-0.0924
97.1729,-0.1501,0.015,-0.0923
97.1919,-0.1502,0.0149,-0.0923
97.2119,-0.1502,0.0148,-0.0923
97.2319,-0.1503,0.0147,-0.0923
97.2519,-0.1505,0.0145,-0.0923
97.2719,-0.1505,0.0143,-0.0924
97.2909,-0.1508,0.014,-0.0924
97.3119,-0.151,0.0137,-0.0924
97.3329,-0.1511,0.0135,-0.0923
97.3589,-0.1513,0.0132,-0.0923
97.3789,-0.1516,0.0127,-0.0923
97.3989,-0.1519,0.0125,-0.0923
97.4119,-0.1519,0.0125,-0.0923
97.4319,-0.1517,0.0128,-0.0924
97.4519,-0.1515,0.013,-0.0923
97.4719,-0.1514,0.0133,-0.0923
97.4919,-0.1513,0.0135,-0.0923
97.5119,-0.1512,0.0137,-0.0923
97.5319,-0.1511,0.0138,-0.0923
97.5519,-0.1511,0.0138,-0.0924
97.5729,-0.1511,0.0139,-0.0924
97.5919,-0.1511,0.0139,-0.0923
97.6119,-0.1511,0.0138,-0.0923
97.6329,-0.1513,0.0137,-0.0923
97.6529,-0.1513,0.0135,-0.0923
97.6729,-0.1514,0.0133,-0.0923
97.6989,-0.1515,0.013,-0.0923
97.7189,-0.1518,0.0127,-0.0923
97.7319,-0.152,0.0126,-0.0923
97.7519,-0.1519,0.0126,-0.0923
97.7729,-0.1518,0.0127,-0.0923
97.7919,-0.1516,0.0129,-0.0923
97.8119,-0.1514,0.0131,-0.0923
97.8319,-0.1514,0.0132,-0.0923
97.8529,-0.1514,0.0132,-0.0923
97.8729,-0.1515,0.0132,-0.0923
97.8919,-0.1515,0.0131,-0.0923
97.9118,-0.1516,0.013,-0.0923
97.9329,-0.1518,0.0127,-0.0923
97.9519,-0.1519,0.0125,-0.0923
97.9718,-0.1519,0.0126,-0.0922
