t,x,y,z
34.2913,0.0127,0.0979,-0.0896
34.3113,0.0127,0.0979,-0.0896
34.3373,0.0126,0.0979,-0.0896
34.3563,0.0125,0.0979,-0.0896
34.3713,0.0124,0.0979,-0.0896
34.3913,0.0123,0.0978,-0.0897
34.4113,0.0122,0.0978,-0.0897
34.4323,0.0122,0.0978,-0.0897
34.4523,0.0122,0.0978,-0.0897
34.4723,0.0122,0.0978,-0.0897
34.4913,0.0122,0.0978,-0.0897
34.5173,0.0122,0.0978,-0.0897
34.5373,0.0122,0.0978,-0.0897
34.5573,0.0122,0.0978,-0.0897
34.5713,0.0122,0.0978,-0.0897
34.5913,0.0122,0.0978,-0.0897
34.6123,0.0122,0.0978,-0.0897
34.6313,0.0122,0.0978,-0.0897
34.6513,0.0122,0.0978,-0.0897
34.6713,0.0122,0.0978,-0.0897
34.6923,0.0122,0.0978,-0.0897
34.7183,0.0122,0.0978,-0.0897
34.7383,0.0122,0.0978,-0.0897
34.7583,0.0122,0.0978,-0.0897
34.7723,0.0122,0.0978,-0.0897
34.7923,0.0122,0.0978,-0.0897
34.8123,0.0122,0.0978,-0.0897
34.8323,0.0122,0.0978,-0.0897
34.8513,0.0122,0.0978,-0.0897
34.8713,0.0122,0.0978,-0.0897
34.8913,0.0122,0.0978,-0.0897
34.9113,0.0122,0.0978,-0.0897
34.9313,0.0122,0.0978,-0.0897
34.9513,0.0122,0.0978,-0.0897
34.9713,0.0122,0.0978,-0.0897
34.9923,0.0122,0.0978,-0.0897
35.0123,0.0122,0.0978,-0.0897
35.0413,0.0122,0.0978,-0.0897
35.0513,0.0122,0.0978,-0.0897
35.0713,0.0122,0.0978,-0.0897
35.0923,0.0122,0.0978,-0.0897
35.1113,0.0122,0.0978,-0.0897
35.1323,0.0122,0.0978,-0.0897
35.1523,0.0122,0.0978,-0.0897
35.1723,0.0122,0.0978,-0.0897
35.1923,0.0122,0.0978,-0.0897
35.2123,0.0122,0.0978,-0.0897
35.2323,0.0122,0.0978,-0.0897
35.2513,0.0122,0.0978,-0.0897
35.2723,0.0122,0.0978,-0.0897
35.2913,0.0122,0.0978,-0.0897
35.3123,0.0122,0.0978,-0.0897
35.3313,0.0122,0.0978,-0.0897
35.3513,0.0122,0.0978,-0.0897
35.3713,0.0122,0.0978,-0.0897
35.3923,0.0122,0.0978,-0.0897
35.4133,0.0122,0.0978,-0.0897
35.4333,0.0122,0.0978,-0.0897
35.4533,0.0122,0.0978,-0.0897
35.4723,0.0122,0.0978,-0.0897
35.4913,0.0122,0.0978,-0.0897
35.5113,0.0122,0.0978,-0.0897
35.5403,0.0122,0.0978,-0.0897
35.5603,0.0122,0.0978,-0.0897
35.5803,0.0122,0.0978,-0.0897
35.6003,0.0122,0.0978,-0.0897
35.6123,0.0122,0.0978,-0.0897
35.6323,0.0122,0.0978,-0.0897
35.6513,0.0122,0.0978,-0.0897
35.6723,0.0122,0.0978,-0.0897
35.6923,0.0122,0.0978,-0.0897
35.7123,0.0122,0.0978,-0.0897
35.7413,0.0122,0.0978,-0.0897
35.7613,0.0122,0.0978,-0.0897
35.7813,0.0122,0.0978,-0.0897
35.8013,0.0122,0.0978,-0.0897
35.8123,0.0122,0.0978,-0.0897
35.8313,0.0122,0.0978,-0.0897
35.8523,0.0122,0.0978,-0.0897
35.8723,0.0122,0.0978,-0.0897
35.8923,0.0122,0.0978,-0.0897
35.9213,0.0122,0.0978,-0.0897
35.9313,0.0122,0.0978,-0.0897
35.9513,0.0122,0.0978,-0.0897
35.9713,0.0122,0.0978,-0.0897
35.9913,0.0122,0.0978,-0.0897
36.0123,0.0122,0.0978,-0.0897
36.0323,0.0122,0.0978,-0.0897
36.0523,0.0122,0.0978,-0.0897
36.0723,0.0122,0.0978,-0.0897
36.0923,0.0122,0.0978,-0.0897
36.1123,0.0122,0.0978,-0.0897
36.1343,0.0122,0.0978,-0.0897
36.1543,0.0122,0.0978,-0.0897
36.1723,0.0122,0.0978,-0.0897
36.1923,0.0122,0.0978,-0.0897
36.2113,0.0122,0.0978,-0.0897
36.2323,0.0122,0.0978,-0.0897
36.2523,0.0122,0.0978,-0.0897
36.2723,0.0122,0.0978,-0.0897
36.2983,0.0122,0.0978,-0.0897
36.3183,0.0122,0.0978,-0.0897
36.3323,0.0122,0.0978,-0.0897
36.3513,0.0122,0.0978,-0.0897
36.3723,0.0122,0.0978,-0.0897
36.3923,0.0122,0.0978,-0.0897
36.4123,0.0122,0.0978,-0.0897
36.4413,0.0122,0.0978,-0.0897
36.4613,0.0122,0.0978,-0.0897
36.4813,0.0122,0.0978,-0.0897
36.4923,0.0122,0.0978,-0.0897
36.5123,0.0122,0.0978,-0.0897
36.5323,0.0122,0.0978,-0.0897
36.5533,0.0122,0.0978,-0.0897
36.5713,0.0122,0.0978,-0.0897
36.5923,0.0122,0.0978,-0.0897
36.6113,0.0122,0.0978,-0.0897
36.6323,0.0122,0.0978,-0.0897
36.6523,0.0122,0.0978,-0.0897
36.6723,0.0122,0.0978,-0.0897
36.6923,0.0122,0.0978,-0.0897
36.7123,0.0122,0.0978,-0.0897
36.7323,0.0122,0.0978,-0.0897
36.7523,0.0122,0.0978,-0.0897
36.7813,0.0122,0.0978,-0.0897
36.8013,0.0122,0.0978,-0.0897
36.8213,0.0122,0.0978,-0.0897
36.8333,0.0122,0.0978,-0.0897
36.8533,0.0122,0.0978,-0.0897
36.8723,0.0122,0.0978,-0.0897
36.8923,0.0122,0.0978,-0.0897
36.9123,0.0122,0.0978,-0.0897
36.9313,0.0122,0.0978,-0.0897
36.9523,0.0122,0.0978,-0.0897
36.9743,0.0122,0.0978,-0.0897
36.9943,0.0122,0.0978,-0.0897
37.0143,0.0122,0.0978,-0.0897
37.0343,0.0122,0.0978,-0.0897
37.0523,0.0122,0.0978,-0.0897
37.0723,0.0122,0.0978,-0.0897
37.0923,0.0122,0.0978,-0.0897
37.1123,0.0122,0.0978,-0.0897
37.1323,0.0122,0.0978,-0.0897
37.1563,0.0122,0.0978,-0.0897
37.1773,0.0122,0.0978,-0.0897
37.1973,0.0122,0.0978,-0.0897
37.2123,0.0122,0.0978,-0.0897
37.2323,0.0122,0.0978,-0.0897
37.2523,0.0122,0.0978,-0.0897
37.2723,0.0122,0.0978,-0.0897
37.2953,0.0122,0.0978,-0.0897
37.3153,0.0122,0.0978,-0.0897
37.3353,0.0122,0.0978,-0.0897
37.3523,0.0122,0.0978,-0.0897
37.3723,0.0122,0.0978,-0.0897
37.3923,0.0122,0.0978,-0.0897
37.4123,0.0122,0.0978,-0.0897
37.4333,0.0122,0.0978,-0.0897
37.4533,0.0122,0.0978,-0.0897
37.4733,0.0122,0.0978,-0.0897
37.4923,0.0122,0.0978,-0.0897
37.5153,0.0122,0.0978,-0.0897
37.5353,0.0122,0.0978,-0.0897
37.5523,0.0122,0.0978,-0.0897
37.5723,0.0122,0.0978,-0.0897
37.5923,0.0122,0.0978,-0.0897
37.6133,0.0122,0.0978,-0.0897
37.6333,0.0122,0.0978,-0.0897
37.6563,0.0122,0.0978,-0.0897
37.6763,0.0122,0.0978,-0.0897
37.6963,0.0122,0.0978,-0.0897
37.7163,0.0122,0.0978,-0.0897
37.7363,0.0122,0.0978,-0.0897
37.7523,0.0122,0.0978,-0.0897
37.7733,0.0122,0.0978,-0.0897
37.7933,0.0122,0.0978,-0.0897
37.8123,0.0122,0.0978,-0.0897
37.8323,0.0122,0.0978,-0.0897
37.8573,0.0122,0.0978,-0.0897
37.8773,0.0122,0.0978,-0.0897
37.8933,0.0122,0.0978,-0.0897
37.9123,0.0122,0.0978,-0.0897
37.9333,0.0122,0.0978,-0.0897
37.9523,0.0122,0.0978,-0.0897
37.9733,0.0122,0.0978,-0.0897
38.0013,0.0122,0.0978,-0.0897
38.0213,0.0122,0.0978,-0.0897
38.0413,0.0122,0.0978,-0.0897
38.0533,0.0122,0.0978,-0.0897
38.0723,0.0122,0.0978,-0.0897
38.0923,0.0122,0.0978,-0.0897
38.1123,0.0122,0.0978,-0.0897
38.1333,0.0122,0.0978,-0.0897
38.1523,0.0122,0.0978,-0.0897
38.1733,0.0122,0.0978,-0.0897
38.1993,0.0122,0.0978,-0.0897
38.2193,0.0122,0.0978,-0.0897
38.2393,0.0122,0.0978,-0.0897
38.2523,0.0122,0.0978,-0.0897
38.2724,0.0122,0.0978,-0.0897
38.2934,0.0122,0.0978,-0.0897
38.3124,0.0122,0.0978,-0.0897
38.3324,0.0122,0.0978,-0.0897
38.3524,0.0122,0.0978,-0.0897
38.3764,0.0122,0.0978,-0.0897
38.3964,0.0122,0.0978,-0.0897
38.4164,0.0122,0.0978,-0.0897
38.4364,0.0122,0.0978,-0.0897
38.4534,0.0122,0.0978,-0.0897
38.4734,0.0122,0.0978,-0.0897
38.4944,0.0122,0.0978,-0.0897
38.5134,0.0122,0.0978,-0.0897
38.5414,0.0122,0.0978,-0.0897
38.5614,0.0122,0.0978,-0.0897
38.5814,0.0122,0.0978,-0.0897
38.6014,0.0122,0.0978,-0.0897
38.6124,0.0122,0.0978,-0.0897
38.6324,0.0122,0.0978,-0.0897
38.6524,0.0122,0.0978,-0.0897
38.6734,0.0122,0.0978,-0.0897
38.7004,0.0122,0.0978,-0.0897
38.7214,0.0122,0.0978,-0.0897
38.7404,0.0122,0.0978,-0.0897
38.7614,0.0122,0.0978,-0.0897
38.7734,0.0122,0.0978,-0.0897
38.7924,0.0122,0.0978,-0.0897
38.8134,0.0122,0.0978,-0.0897
38.8334,0.0122,0.0978,-0.0897
38.8534,0.0122,0.0978,-0.0897
38.8734,0.0122,0.0978,-0.0897
38.8934,0.0122,0.0978,-0.0897
38.9224,0.0122,0.0978,-0.0897
38.9424,0.0122,0.0978,-0.0897
38.9624,0.0122,0.0978,-0.0897
38.9734,0.0107,0.0993,-0.0876
38.9934,0.0105,0.0993,-0.0876
39.0134,0.0105,0.0993,-0.0876
39.0404,0.0105,0.0993,-0.0876
39.0614,0.0106,0.0993,-0.0876
39.0724,0.0106,0.0993,-0.0876
39.0924,0.0106,0.0993,-0.0876
39.1134,0.0106,0.0993,-0.0876
39.1324,0.0106,0.0993,-0.0876
39.1534,0.0104,0.0992,-0.0875
39.1734,0.0101,0.0991,-0.0875
39.1934,0.0101,0.0992,-0.0875
39.2134,0.0101,0.0992,-0.0875
39.2334,0.0101,0.0992,-0.0875
39.2534,0.01,0.0991,-0.0875
39.2734,0.0102,0.0992,-0.0876
39.2934,0.0102,0.0992,-0.0876
39.3134,0.0102,0.0992,-0.0876
39.3334,0.0102,0.0992,-0.0876
39.3534,0.0102,0.0992,-0.0876
39.3734,0.0102,0.0992,-0.0876
39.4004,0.0102,0.0992,-0.0876
39.4204,0.0102,0.0992,-0.0876
39.4404,0.0102,0.0992,-0.0876
39.4604,0.0102,0.0992,-0.0876
39.4804,0.0102,0.0992,-0.0876
39.4924,0.0102,0.0992,-0.0876
39.5124,0.0102,0.0992,-0.0876
39.5324,0.0102,0.0992,-0.0876
39.5534,0.0102,0.0992,-0.0876
39.5724,0.0102,0.0992,-0.0876
39.5934,0.0102,0.0992,-0.0876
39.6154,0.0102,0.0992,-0.0876
39.6354,0.0102,0.0992,-0.0876
39.6554,0.0102,0.0992,-0.0876
39.6734,0.0102,0.0992,-0.0876
39.6934,0.0102,0.0992,-0.0876
39.7144,0.0102,0.0992,-0.0876
39.7334,0.0102,0.0992,-0.0876
39.7534,0.0102,0.0992,-0.0876
39.7734,0.0102,0.0992,-0.0876
39.7944,0.0102,0.0992,-0.0876
39.8144,0.0102,0.0992,-0.0876
39.8344,0.0102,0.0992,-0.0876
39.8534,0.0102,0.0992,-0.0876
39.8734,0.0102,0.0992,-0.0876
39.8934,0.0102,0.0992,-0.0876
39.9134,0.0102,0.0992,-0.0876
39.9344,0.0102,0.0992,-0.0876
39.9534,0.0102,0.0992,-0.0876
39.9734,0.0102,0.0992,-0.0876
39.9924,0.0102,0.0992,-0.0876
40.0134,0.0102,0.0992,-0.0876
40.0334,0.0102,0.0992,-0.0876
40.0534,0.0102,0.0992,-0.0876
40.0734,0.0102,0.0992,-0.0876
40.0934,0.0102,0.0992,-0.0876
40.1174,0.0102,0.0992,-0.0876
40.1374,0.0102,0.0992,-0.0876
40.1574,0.0102,0.0992,-0.0876
40.1774,0.0102,0.0992,-0.0876
40.1934,0.0102,0.0992,-0.0876
40.2134,0.0102,0.0992,-0.0876
40.2334,0.0102,0.0992,-0.0876
40.2534,0.0102,0.0992,-0.0876
40.2734,0.0102,0.0992,-0.0876
40.2944,0.0102,0.0992,-0.0876
40.3134,0.0102,0.0992,-0.0876
40.3334,0.0102,0.0992,-0.0876
40.3534,0.0102,0.0992,-0.0876
40.3734,0.0102,0.0992,-0.0876
40.3934,0.0102,0.0992,-0.0876
40.4144,0.0102,0.0992,-0.0876
40.4414,0.0102,0.0992,-0.0876
40.4614,0.0102,0.0992,-0.0876
40.4814,0.0102,0.0992,-0.0876
40.4934,0.0102,0.0992,-0.0876
40.5134,0.0102,0.0992,-0.0876
40.5334,0.0102,0.0992,-0.0876
40.5534,0.0102,0.0992,-0.0876
40.5734,0.0102,0.0992,-0.0876
40.5944,0.0102,0.0992,-0.0876
40.6134,0.0102,0.0992,-0.0876
40.6414,0.0102,0.0992,-0.0876
40.6614,0.0102,0.0992,-0.0876
40.6814,0.0102,0.0992,-0.0876
40.7014,0.0102,0.0992,-0.0876
40.7134,0.0102,0.0992,-0.0876
40.7344,0.0102,0.0992,-0.0876
40.7544,0.0102,0.0992,-0.0876
40.7744,0.0102,0.0992,-0.0876
40.7944,0.0102,0.0992,-0.0876
40.8224,0.0102,0.0992,-0.0876
40.8424,0.0102,0.0992,-0.0876
40.8534,0.0102,0.0992,-0.0876
40.8734,0.0102,0.0992,-0.0876
40.8934,0.0102,0.0992,-0.0876
40.9134,0.0102,0.0992,-0.0876
40.9334,0.0102,0.0992,-0.0876
40.9534,0.0102,0.0992,-0.0876
40.9734,0.0102,0.0992,-0.0876
40.9934,0.0102,0.0992,-0.0876
41.0134,0.0102,0.0992,-0.0876
41.0334,0.0102,0.0992,-0.0876
41.0534,0.0102,0.0992,-0.0876
41.0744,0.0102,0.0992,-0.0876
41.0944,0.0102,0.0992,-0.0876
41.1144,0.0102,0.0992,-0.0876
41.1404,0.0102,0.0992,-0.0876
41.1604,0.0102,0.0992,-0.0876
41.1804,0.0102,0.0992,-0.0876
41.1934,0.0102,0.0992,-0.0876
41.2134,0.0102,0.0992,-0.0876
41.2334,0.0102,0.0992,-0.0876
41.2534,0.0102,0.0992,-0.0876
41.2744,0.0102,0.0992,-0.0876
41.2934,0.0102,0.0992,-0.0876
41.3144,0.0102,0.0992,-0.0876
41.3364,0.0102,0.0992,-0.0876
41.3564,0.0102,0.0992,-0.0876
41.3764,0.0102,0.0992,-0.0876
41.3964,0.0102,0.0992,-0.0876
41.4144,0.0102,0.0992,-0.0876
41.4344,0.0102,0.0992,-0.0876
41.4544,0.0102,0.0992,-0.0876
41.4744,0.0102,0.0992,-0.0876
41.4944,0.0102,0.0992,-0.0876
41.5174,0.0102,0.0992,-0.0876
41.5374,0.0102,0.0992,-0.0876
41.5574,0.0102,0.0992,-0.0876
41.5774,0.0102,0.0992,-0.0876
41.5944,0.0102,0.0992,-0.0876
41.6144,0.0102,0.0992,-0.0876
41.6344,0.0102,0.0992,-0.0876
41.6544,0.0102,0.0992,-0.0876
41.6814,0.0102,0.0992,-0.0876
41.7014,0.0102,0.0992,-0.0876
41.7214,0.0102,0.0992,-0.0876
41.7414,0.0102,0.0992,-0.0876
41.7614,0.0102,0.0992,-0.0876
41.7734,0.0102,0.0992,-0.0876
41.7934,0.0102,0.0992,-0.0876
41.8144,0.0102,0.0992,-0.0876
41.8344,0.0102,0.0992,-0.0876
41.8544,0.0102,0.0992,-0.0876
41.8744,0.0102,0.0992,-0.0876
41.9014,0.0102,0.0992,-0.0876
41.9144,0.0102,0.0992,-0.0876
41.9344,0.0102,0.0992,-0.0876
41.9544,0.0102,0.0992,-0.0876
41.9744,0.0102,0.0992,-0.0876
41.9944,0.0102,0.0992,-0.0876
42.0134,0.0102,0.0992,-0.0876
42.0414,0.0102,0.0992,-0.0876
42.0614,0.0102,0.0992,-0.0876
42.0734,0.0102,0.0992,-0.0876
42.0934,0.0102,0.0992,-0.0876
42.1144,0.0102,0.0992,-0.0876
42.1344,0.0102,0.0992,-0.0876
42.1544,0.0102,0.0992,-0.0876
42.1744,0.0102,0.0992,-0.0876
42.1944,0.0102,0.0992,-0.0876
42.2134,0.0102,0.0992,-0.0876
42.2374,0.0102,0.0992,-0.0876
42.2574,0.0102,0.0992,-0.0876
42.2744,0.0102,0.0992,-0.0876
42.2954,0.0102,0.0992,-0.0876
42.3144,0.0102,0.0992,-0.0876
42.3344,0.0102,0.0992,-0.0876
42.3544,0.0102,0.0992,-0.0876
42.3824,0.0102,0.0992,-0.0876
42.4024,0.0102,0.0992,-0.0876
42.4224,0.0102,0.0992,-0.0876
42.4424,0.0102,0.0992,-0.0876
42.4624,0.0102,0.0992,-0.0876
42.4744,0.0102,0.0992,-0.0876
42.4944,0.0102,0.0992,-0.0876
42.5134,0.0102,0.0992,-0.0876
42.5404,0.0102,0.0992,-0.0876
42.5604,0.0102,0.0992,-0.0876
42.5804,0.0127,0.0981,-0.0897
42.6004,0.0127,0.0981,-0.0897
42.6154,0.0127,0.0981,-0.0897
42.6354,0.0127,0.0981,-0.0897
42.6544,0.0127,0.0981,-0.0896
42.6734,0.0127,0.0981,-0.0896
42.6934,0.0127,0.098,-0.0896
42.7144,0.0126,0.0981,-0.0895
42.7344,0.0126,0.0981,-0.0895
42.7644,0.0126,0.0981,-0.0895
42.7744,0.0126,0.098,-0.0895
42.7944,0.0126,0.098,-0.0896
42.8144,0.0126,0.098,-0.0895
42.8344,0.0126,0.0979,-0.0895
42.8544,0.0126,0.098,-0.0895
42.8744,0.0126,0.098,-0.0895
42.8944,0.0126,0.0979,-0.0895
42.9144,0.0126,0.098,-0.0895
42.9404,0.0126,0.0979,-0.0894
42.9604,0.0126,0.098,-0.0894
42.9744,0.0127,0.098,-0.0894
42.9944,0.0127,0.098,-0.0894
43.0144,0.0127,0.098,-0.0894
43.0344,0.0127,0.098,-0.0894
43.0544,0.0127,0.098,-0.0894
43.0814,0.0127,0.098,-0.0894
43.1014,0.0127,0.0981,-0.0894
43.1134,0.0127,0.098,-0.0894
43.1344,0.0127,0.0981,-0.0895
43.1544,0.0127,0.0981,-0.0895
43.1744,0.0127,0.0981,-0.0895
43.1934,0.0128,0.0984,-0.0895
43.2144,0.0127,0.0983,-0.0895
43.2344,0.0126,0.0982,-0.0895
43.2544,0.0125,0.0982,-0.0896
43.2824,0.0124,0.0981,-0.0896
43.3024,0.0125,0.0982,-0.0896
43.3224,0.0124,0.0981,-0.0896
43.3344,0.0124,0.0981,-0.0896
43.3554,0.0123,0.0981,-0.0896
43.3744,0.0123,0.098,-0.0896
43.3944,0.0123,0.0981,-0.0896
43.4144,0.0123,0.0981,-0.0896
43.4414,0.0123,0.0981,-0.0896
43.4614,0.0123,0.098,-0.0896
43.4814,0.0123,0.0981,-0.0896
43.5014,0.0124,0.0981,-0.0895
43.5145,0.0124,0.0981,-0.0895
43.5345,0.0125,0.0981,-0.0895
43.5545,0.0124,0.098,-0.0895
43.5745,0.0124,0.098,-0.0895
43.5945,0.0126,0.0979,-0.0895
43.6155,0.0126,0.0979,-0.0895
43.6445,0.0126,0.0979,-0.0895
43.6544,0.0126,0.0979,-0.0895
43.6744,0.0126,0.0979,-0.0895
43.6945,0.0126,0.0979,-0.0895
43.7145,0.0126,0.0979,-0.0895
43.7345,0.0126,0.0979,-0.0895
43.7545,0.0126,0.0979,-0.0895
43.7815,0.0126,0.0979,-0.0895
43.8015,0.0126,0.0979,-0.0895
43.8215,0.0126,0.0979,-0.0895
43.8415,0.0126,0.0979,-0.0895
43.8555,0.0126,0.0979,-0.0895
43.8745,0.0126,0.0979,-0.0895
43.8945,0.0126,0.0979,-0.0895
43.9145,0.0126,0.0979,-0.0895
43.9345,0.0126,0.0979,-0.0895
43.9545,0.0126,0.0979,-0.0895
43.9805,0.0126,0.0979,-0.0895
44.0005,0.0126,0.0979,-0.0895
44.0205,0.0126,0.0979,-0.0895
44.0405,0.0126,0.0979,-0.0895
44.0555,0.0126,0.0979,-0.0895
44.0755,0.0126,0.0979,-0.0895
44.0945,0.0126,0.0979,-0.0895
44.1145,0.0126,0.0979,-0.0895
44.1345,0.0126,0.0979,-0.0895
44.1555,0.0126,0.0979,-0.0895
44.1755,0.0126,0.0979,-0.0895
44.1955,0.0126,0.0979,-0.0895
44.2155,0.0126,0.0979,-0.0895
44.2355,0.0126,0.0979,-0.0895
44.2555,0.0126,0.0979,-0.0895
44.2755,0.0126,0.0979,-0.0895
44.3005,0.0126,0.0979,-0.0895
44.3205,0.0126,0.0979,-0.0895
44.3345,0.0126,0.0979,-0.0895
44.3565,0.0126,0.0979,-0.0895
44.3765,0.0126,0.0979,-0.0895
44.3955,0.0126,0.0979,-0.0895
44.4155,0.0126,0.0979,-0.0895
44.4355,0.0126,0.0979,-0.0895
44.4555,0.0126,0.0979,-0.0895
44.4815,0.0126,0.0979,-0.0895
44.5015,0.0126,0.0979,-0.0895
44.5215,0.0126,0.0979,-0.0895
44.5345,0.0126,0.0979,-0.0895
44.5555,0.0126,0.0979,-0.0895
44.5745,0.0126,0.0979,-0.0895
44.5955,0.0126,0.0979,-0.0895
44.6155,0.0126,0.0979,-0.0895
44.6355,0.0126,0.0979,-0.0895
44.6575,0.0126,0.0979,-0.0895
44.6775,0.0126,0.0979,-0.0895
44.6975,0.0126,0.0979,-0.0895
44.7175,0.0126,0.0979,-0.0895
44.7375,0.0126,0.0979,-0.0895
44.7545,0.0126,0.0979,-0.0895
44.7745,0.0126,0.0979,-0.0895
44.7955,0.0126,0.0979,-0.0895
44.8155,0.0126,0.0979,-0.0895
44.8345,0.0126,0.0979,-0.0895
44.8555,0.0126,0.0979,-0.0895
44.8745,0.0126,0.0979,-0.0895
44.9005,0.0126,0.0979,-0.0895
44.9155,0.0126,0.0979,-0.0895
44.9355,0.0126,0.0979,-0.0895
44.9545,0.0126,0.0979,-0.0895
44.9745,0.0126,0.0979,-0.0895
44.9945,0.0126,0.0979,-0.0895
45.0245,0.0126,0.0979,-0.0895
45.0445,0.0126,0.0979,-0.0895
45.0555,0.0126,0.0979,-0.0895
45.0755,0.0126,0.0979,-0.0895
45.0955,0.0126,0.0979,-0.0895
45.1155,0.0126,0.0979,-0.0895
45.1355,0.0126,0.0979,-0.0895
45.1555,0.0126,0.0979,-0.0895
45.1755,0.0126,0.0979,-0.0895
45.1995,0.0126,0.0979,-0.0895
45.2195,0.0123,0.0981,-0.0895
45.2395,0.0123,0.0981,-0.0895
45.2595,0.0123,0.0981,-0.0895
45.2745,0.0124,0.098,-0.0895
45.2945,0.0124,0.098,-0.0895
45.3155,0.0124,0.098,-0.0895
45.3355,0.0124,0.098,-0.0895
45.3555,0.0124,0.098,-0.0895
45.3795,0.0124,0.098,-0.0895
45.3995,0.0124,0.098,-0.0895
45.4195,0.0124,0.098,-0.0895
45.4395,0.0124,0.098,-0.0895
45.4555,0.0124,0.098,-0.0895
45.4755,0.0124,0.098,-0.0895
45.4955,0.0124,0.098,-0.0895
45.5155,0.0124,0.098,-0.0895
45.5355,0.0124,0.098,-0.0895
45.5555,0.0124,0.098,-0.0895
45.5835,0.0124,0.098,-0.0895
45.6035,0.0124,0.098,-0.0895
45.6155,0.0124,0.098,-0.0895
45.6345,0.0124,0.098,-0.0895
45.6555,0.0124,0.098,-0.0895
45.6755,0.0124,0.098,-0.0895
45.7005,0.0124,0.098,-0.0895
45.7205,0.0124,0.098,-0.0895
45.7405,0.0124,0.098,-0.0895
45.7555,0.0124,0.098,-0.0895
45.7755,0.0124,0.098,-0.0895
45.7955,0.0123,0.098,-0.0894
45.8155,0.0123,0.0983,-0.0894
45.8355,0.0123,0.0983,-0.0894
45.8555,0.0124,0.0983,-0.0894
45.8765,0.0124,0.0984,-0.0894
45.8955,0.0114,0.0981,-0.0898
45.9215,0.0126,0.0983,-0.0894
45.9415,0.0124,0.0984,-0.0894
45.9555,0.0124,0.0983,-0.0894
45.9755,0.0124,0.0984,-0.0894
45.9955,0.0098,0.0984,-0.0902
46.0155,0.0123,0.0983,-0.0894
46.0365,0.0121,0.0983,-0.0896
46.0555,0.0123,0.0983,-0.0895
46.0785,0.0122,0.0983,-0.0894
46.0985,0.0121,0.0983,-0.0895
46.1145,0.0123,0.0983,-0.0895
46.1355,0.0098,0.0985,-0.0901
46.1555,0.0123,0.0983,-0.0895
46.1755,0.0124,0.0984,-0.0894
46.1955,0.0124,0.0984,-0.0894
46.2155,0.0096,0.0984,-0.0902
46.2415,0.0124,0.0984,-0.0894
46.2615,0.0097,0.0984,-0.0901
46.2795,0.0097,0.0985,-0.0901
46.2995,0.0123,0.0983,-0.0895
46.3155,0.0123,0.0982,-0.0895
46.3355,0.012,0.0983,-0.0896
46.3555,0.012,0.0983,-0.0896
46.3755,0.012,0.0983,-0.0896
46.4005,0.012,0.0983,-0.0896
46.4205,0.0114,0.099,-0.0891
46.4405,0.0123,0.0978,-0.0892
46.4605,0.012,0.0982,-0.0894
46.4755,0.012,0.0982,-0.0894
46.4955,0.012,0.0982,-0.0894
46.5155,0.012,0.0982,-0.0894
46.5355,0.012,0.0982,-0.0894
46.5565,0.012,0.0982,-0.0894
46.5755,0.012,0.0982,-0.0894
46.5965,0.012,0.0982,-0.0894
46.6175,0.012,0.0982,-0.0894
46.6375,0.012,0.0982,-0.0894
46.6575,0.012,0.0982,-0.0894
46.6755,0.012,0.0982,-0.0894
46.6955,0.012,0.0982,-0.0894
46.7155,0.012,0.0982,-0.0894
46.7365,0.012,0.0982,-0.0894
46.7565,0.012,0.0982,-0.0894
46.7825,0.012,0.0982,-0.0894
46.8025,0.012,0.0982,-0.0894
46.8225,0.012,0.0982,-0.0894
46.8355,0.012,0.0982,-0.0894
46.8555,0.012,0.0982,-0.0894
46.8765,0.012,0.0982,-0.0894
46.8965,0.012,0.0982,-0.0894
46.9165,0.012,0.0982,-0.0894
46.9415,0.012,0.0982,-0.0894
46.9615,0.012,0.0982,-0.0894
46.9765,0.012,0.0982,-0.0894
46.9965,0.0125,0.0979,-0.0895
47.0165,0.0125,0.0981,-0.0895
47.0365,0.0126,0.0983,-0.0895
47.0555,0.0126,0.0984,-0.0895
47.0755,0.0127,0.0986,-0.0897
47.0955,0.0126,0.0985,-0.0896
47.1175,0.0127,0.0985,-0.0896
47.1375,0.0127,0.0984,-0.0897
47.1575,0.0128,0.0984,-0.0895
47.1755,0.0126,0.0981,-0.0895
47.1955,0.0128,0.0979,-0.0894
47.2155,0.0128,0.0978,-0.0894
47.2355,0.0128,0.0978,-0.0894
47.2555,0.0128,0.0978,-0.0894
47.2755,0.0128,0.0978,-0.0894
47.2955,0.0128,0.0978,-0.0894
47.3155,0.0128,0.0978,-0.0894
47.3355,0.0128,0.0978,-0.0894
47.3565,0.0128,0.0978,-0.0894
47.3765,0.0128,0.0978,-0.0894
47.3965,0.0128,0.0978,-0.0894
47.4165,0.0128,0.0978,-0.0894
47.4415,0.0128,0.0978,-0.0894
47.4615,0.0128,0.0978,-0.0894
47.4815,0.0128,0.0978,-0.0894
47.5015,0.0128,0.0978,-0.0894
47.5215,0.0128,0.0978,-0.0894
47.5415,0.0128,0.0978,-0.0894
47.5565,0.0128,0.0978,-0.0894
47.5765,0.0128,0.0978,-0.0894
47.5965,0.0128,0.0978,-0.0894
47.6165,0.0128,0.0978,-0.0894
47.6415,0.0128,0.0978,-0.0894
47.6615,0.0128,0.0978,-0.0894
47.6815,0.0128,0.0978,-0.0894
