t,x,y,z
76.0646,-0.0011,-0.1049,-0.0911
76.0856,-0.0011,-0.1049,-0.0911
76.1046,-0.0011,-0.1049,-0.0911
76.1246,-0.0011,-0.1049,-0.0911
76.1496,-0.0012,-0.1049,-0.0911
76.1696,-0.0012,-0.1049,-0.0911
76.1846,-0.0012,-0.1049,-0.0911
76.2096,-0.0012,-0.1049,-0.091
76.2296,-0.0011,-0.1049,-0.0911
76.2446,-0.0012,-0.1049,-0.0911
76.2656,-0.0012,-0.1049,-0.0911
76.2846,-0.0011,-0.1049,-0.0911
76.3056,-0.0011,-0.1049,-0.091
76.3256,-0.0011,-0.1049,-0.0911
76.3456,-0.0011,-0.1048,-0.091
76.3656,-0.0011,-0.1048,-0.091
76.3846,-0.0011,-0.1048,-0.091
76.4046,-0.0011,-0.1048,-0.091
76.4246,-0.0011,-0.1048,-0.0909
76.4456,-0.0011,-0.1048,-0.0909
76.4646,-0.0011,-0.1048,-0.0909
76.4896,-0.0011,-0.1048,-0.0909
76.5096,-0.0011,-0.1048,-0.0909
76.5296,-0.0012,-0.1048,-0.0909
76.5496,-0.0012,-0.1048,-0.0909
76.5695,-0.0012,-0.1048,-0.0909
76.5855,-0.0012,-0.1048,-0.0909
76.6045,-0.0012,-0.1048,-0.0909
76.6245,-0.0012,-0.1048,-0.0909
76.6445,-0.0012,-0.1048,-0.0909
76.6645,-0.0012,-0.1047,-0.0909
76.6895,-0.0011,-0.1047,-0.0909
76.7095,-0.001,-0.1047,-0.0909
76.7295,-0.001,-0.1047,-0.091
76.7495,-0.0011,-0.1047,-0.0909
76.7645,-0.0011,-0.1047,-0.0909
76.7855,-0.0011,-0.1047,-0.0909
76.8045,-0.001,-0.1049,-0.0909
76.8255,-0.0009,-0.105,-0.0909
76.8445,-0.001,-0.1048,-0.0909
76.8725,-0.0003,-0.1057,-0.0906
76.8925,-0.0009,-0.1048,-0.0909
76.9045,-0.0009,-0.1048,-0.0909
76.9255,-0.0009,-0.1047,-0.091
76.9445,-0.0009,-0.1047,-0.0909
76.9645,-0.001,-0.1048,-0.0909
76.9845,-0.0011,-0.1048,-0.0909
77.0045,-0.0011,-0.1048,-0.0909
77.0255,-0.0011,-0.1048,-0.0909
77.0445,-0.0012,-0.1048,-0.0909
77.0745,-0.0012,-0.1048,-0.0909
77.0845,-0.0011,-0.1048,-0.0909
77.1055,-0.0011,-0.1048,-0.0909
77.1255,-0.0011,-0.1048,-0.0909
77.1455,-0.0011,-0.1048,-0.0909
77.1655,-0.0011,-0.1048,-0.0909
77.1855,-0.0011,-0.1048,-0.0909
77.2085,-0.0011,-0.1048,-0.0909
77.2285,-0.0011,-0.1048,-0.0909
77.2485,-0.0012,-0.1048,-0.0909
77.2645,-0.0012,-0.1048,-0.0909
77.2855,-0.0012,-0.1048,-0.0909
77.3045,-0.0011,-0.1048,-0.0909
77.3255,-0.0012,-0.1048,-0.0909
77.3455,-0.0012,-0.1048,-0.0909
77.3655,-0.0011,-0.1048,-0.0909
77.3855,-0.0012,-0.1048,-0.0909
77.4065,-0.0012,-0.1048,-0.0909
77.4265,-0.0012,-0.1048,-0.0909
77.4465,-0.0012,-0.1048,-0.0909
77.4645,-0.0012,-0.1048,-0.0908
77.4855,-0.0012,-0.1048,-0.0909
77.5045,-0.0012,-0.1048,-0.0909
77.5255,-0.0012,-0.1048,-0.0909
77.5455,-0.0011,-0.1047,-0.0909
77.5655,-0.0012,-0.1048,-0.0909
77.5855,-0.0012,-0.1048,-0.0909
77.6055,-0.0012,-0.1048,-0.0909
77.6255,-0.0012,-0.1048,-0.0909
77.6455,-0.0012,-0.1048,-0.0909
77.6655,-0.0012,-0.1048,-0.0909
77.6855,-0.0011,-0.1048,-0.0909
77.7065,-0.0012,-0.1048,-0.0909
77.7305,-0.0012,-0.1048,-0.0909
77.7505,-0.0011,-0.1048,-0.0909
77.7705,-0.0012,-0.1048,-0.0909
77.7855,-0.0012,-0.1048,-0.0909
77.8055,-0.0011,-0.1048,-0.0909
77.8245,-0.0011,-0.1048,-0.0909
77.8455,-0.0011,-0.1048,-0.0909
77.8655,-0.0011,-0.1048,-0.0909
77.8855,-0.0011,-0.1047,-0.0909
77.9055,-0.0011,-0.1048,-0.0909
77.9335,-0.0011,-0.1048,-0.0909
77.9535,-0.0011,-0.1047,-0.0909
77.9734,-0.0011,-0.1047,-0.0909
77.9845,-0.0011,-0.1048,-0.0909
78.0055,-0.0011,-0.1048,-0.0909
78.0255,-0.0011,-0.1048,-0.0909
78.0454,-0.0011,-0.1047,-0.0909
78.0644,-0.0011,-0.1048,-0.0909
78.0854,-0.0011,-0.1048,-0.0909
78.1054,-0.0011,-0.1048,-0.0909
78.1264,-0.0011,-0.1048,-0.0909
78.1464,-0.001,-0.1048,-0.0909
78.1654,-0.0011,-0.1047,-0.0909
78.1844,-0.0011,-0.1047,-0.0909
78.2044,-0.0011,-0.1047,-0.0909
78.2254,-0.0011,-0.1047,-0.0909
78.2494,-0.0011,-0.1047,-0.0909
78.2694,-0.0011,-0.1048,-0.0909
78.2894,-0.001,-0.1047,-0.0909
78.3094,-0.0011,-0.1047,-0.0909
78.3294,-0.0011,-0.1047,-0.0909
78.3454,-0.0011,-0.1047,-0.0909
78.3644,-0.0011,-0.1047,-0.0909
78.3844,-0.001,-0.1049,-0.0909
78.4044,-0.0011,-0.1047,-0.0909
78.4304,-0.0012,-0.1047,-0.0909
78.4504,-0.0012,-0.1047,-0.0908
78.4704,-0.0011,-0.1047,-0.0909
78.4844,-0.0011,-0.1047,-0.0909
78.5054,-0.0011,-0.1047,-0.0908
78.5254,-0.0011,-0.1047,-0.0909
78.5444,-0.0011,-0.1048,-0.0908
78.5644,-0.0011,-0.1048,-0.0909
78.5844,-0.0011,-0.1047,-0.0909
78.6044,-0.0011,-0.1047,-0.091
78.6264,-0.0011,-0.1048,-0.0909
78.6464,-0.001,-0.1047,-0.091
78.6664,-0.0011,-0.1047,-0.091
78.6864,-0.001,-0.1047,-0.091
78.7054,-0.001,-0.1048,-0.091
78.7254,-0.001,-0.1048,-0.091
78.7454,-0.001,-0.1048,-0.091
78.7654,-0.001,-0.1048,-0.091
78.7854,-0.0011,-0.1048,-0.0909
78.8054,-0.001,-0.1047,-0.091
78.8254,-0.001,-0.1047,-0.0909
78.8454,-0.001,-0.1047,-0.091
78.8654,-0.001,-0.1047,-0.0909
78.8854,-0.001,-0.1047,-0.091
78.9054,-0.0009,-0.1047,-0.091
78.9254,-0.0009,-0.1047,-0.091
78.9534,-0.001,-0.1047,-0.0909
78.9734,-0.0009,-0.1047,-0.091
78.9933,-0.0009,-0.1047,-0.091
79.0053,-0.001,-0.1047,-0.0909
79.0253,-0.001,-0.1048,-0.0909
79.0453,-0.0011,-0.1047,-0.0908
79.0653,-0.001,-0.1047,-0.0909
79.0853,-0.0011,-0.1048,-0.0908
79.1043,-0.001,-0.1048,-0.0909
79.1303,-0.001,-0.1048,-0.0909
79.1503,-0.001,-0.1048,-0.0909
79.1703,-0.001,-0.1048,-0.0909
79.1903,-0.001,-0.1048,-0.0909
79.2053,-0.001,-0.1047,-0.0909
79.2253,-0.0011,-0.1048,-0.0908
79.2463,-0.001,-0.1048,-0.0909
79.2653,-0.001,-0.1048,-0.0909
79.2853,-0.0009,-0.1048,-0.0909
79.3063,-0.001,-0.1048,-0.0908
79.3253,-0.0009,-0.1048,-0.0909
79.3463,-0.0009,-0.1049,-0.091
79.3663,-0.001,-0.1049,-0.0909
79.3853,-0.001,-0.1048,-0.091
79.4053,-0.001,-0.1048,-0.091
79.4253,-0.0011,-0.1048,-0.0909
79.4463,-0.001,-0.1049,-0.091
79.4643,-0.001,-0.1049,-0.091
79.4843,-0.001,-0.1049,-0.091
79.5103,-0.001,-0.1048,-0.091
79.5303,-0.001,-0.1049,-0.091
79.5503,-0.001,-0.1049,-0.0911
79.5653,-0.001,-0.1049,-0.0911
79.5853,-0.001,-0.1049,-0.0911
79.6063,-0.001,-0.1049,-0.0911
79.6253,-0.001,-0.1049,-0.0911
79.6493,-0.001,-0.1049,-0.0911
79.6693,-0.001,-0.1049,-0.0911
79.6893,-0.001,-0.1049,-0.0911
79.7093,-0.001,-0.1049,-0.0911
79.7263,-0.001,-0.1049,-0.091
79.7453,-0.001,-0.1049,-0.0911
79.7653,-0.0011,-0.1049,-0.091
79.7853,-0.001,-0.1049,-0.0911
79.8053,-0.001,-0.1049,-0.0911
79.8313,-0.001,-0.1049,-0.0911
79.8523,-0.001,-0.1049,-0.091
79.8713,-0.0011,-0.1049,-0.0911
79.8923,-0.001,-0.1049,-0.0911
79.9063,-0.001,-0.1049,-0.0911
79.9253,-0.001,-0.1049,-0.0911
79.9463,-0.001,-0.1049,-0.0911
79.9663,-0.0011,-0.1049,-0.091
79.9853,-0.001,-0.1049,-0.0911
80.0053,-0.001,-0.1048,-0.0911
80.0253,-0.001,-0.1049,-0.0911
80.0463,-0.001,-0.1049,-0.0911
80.0663,-0.0009,-0.1049,-0.0911
80.0863,-0.0009,-0.1049,-0.0911
80.1063,-0.0009,-0.105,-0.0911
80.1263,-0.0009,-0.1049,-0.0911
80.1463,-0.0009,-0.1049,-0.0911
80.1663,-0.0009,-0.1049,-0.0911
80.1852,-0.0009,-0.105,-0.0911
80.2052,-0.0009,-0.105,-0.0911
80.2262,-0.0009,-0.1049,-0.0911
80.2452,-0.0009,-0.1049,-0.0911
80.2652,-0.0009,-0.1049,-0.0911
80.2852,-0.0009,-0.1049,-0.0911
80.3062,-0.0009,-0.1049,-0.0911
80.3262,-0.0009,-0.1049,-0.0911
80.3472,-0.0009,-0.1049,-0.0911
80.3672,-0.0009,-0.1049,-0.0911
80.3872,-0.0009,-0.1049,-0.0911
80.4072,-0.0009,-0.1049,-0.0911
80.4252,-0.0009,-0.1049,-0.0911
80.4462,-0.0009,-0.1049,-0.0911
80.4652,-0.0009,-0.1049,-0.0911
80.4852,-0.0009,-0.1049,-0.0911
80.5052,-0.0009,-0.1049,-0.0911
80.5302,-0.0009,-0.1049,-0.0911
80.5502,-0.0009,-0.1049,-0.0911
80.5702,-0.0009,-0.1049,-0.0911
80.5902,-0.0009,-0.1049,-0.0911
80.6102,-0.0009,-0.1049,-0.0911
80.6262,-0.0009,-0.1049,-0.0911
80.6452,-0.0009,-0.1049,-0.0911
80.6652,-0.0009,-0.1049,-0.0911
80.6892,-0.0009,-0.1048,-0.0911
80.7102,-0.0009,-0.1048,-0.0911
80.7302,-0.0009,-0.1048,-0.0911
80.7452,-0.0009,-0.1049,-0.0911
80.7682,-0.0009,-0.1049,-0.0911
80.7882,-0.0009,-0.1048,-0.0911
80.8062,-0.0009,-0.1048,-0.0911
80.8262,-0.0009,-0.1049,-0.0911
80.8462,-0.0009,-0.1049,-0.0911
80.8662,-0.0009,-0.1048,-0.0911
80.8862,-0.0009,-0.1049,-0.0911
80.9052,-0.0009,-0.1049,-0.0911
80.9262,-0.0009,-0.1049,-0.0911
80.9462,-0.0009,-0.1049,-0.0911
80.9652,-0.0009,-0.1049,-0.0911
80.9852,-0.0009,-0.1049,-0.0911
81.0052,-0.0009,-0.1048,-0.0911
81.0262,-0.0009,-0.1048,-0.0911
81.0452,-0.0009,-0.1049,-0.0911
81.0662,-0.0009,-0.1049,-0.0911
81.0862,-0.0009,-0.1048,-0.0911
81.1062,-0.001,-0.1049,-0.0911
81.1262,-0.0009,-0.1048,-0.0911
81.1462,-0.0009,-0.1049,-0.091
81.1662,-0.0008,-0.1049,-0.0911
81.1862,-0.0009,-0.1049,-0.0911
81.2062,-0.0009,-0.1049,-0.0911
81.2262,-0.0009,-0.1049,-0.0911
81.2552,-0.0009,-0.1049,-0.0911
81.2752,-0.0008,-0.1049,-0.0911
81.2952,-0.0009,-0.1049,-0.0911
81.3062,-0.0009,-0.1049,-0.0911
81.3261,-0.0009,-0.1049,-0.0911
81.3461,-0.001,-0.1049,-0.0911
81.3661,-0.001,-0.1049,-0.0911
81.3891,-0.0008,-0.1049,-0.0911
81.4091,-0.001,-0.1049,-0.091
81.4251,-0.0009,-0.1049,-0.091
81.4531,-0.0008,-0.105,-0.091
81.4731,-0.0011,-0.1049,-0.0908
81.4861,-0.001,-0.1049,-0.0909
81.5071,-0.001,-0.1049,-0.0909
81.5251,-0.001,-0.1048,-0.0909
81.5451,-0.001,-0.1049,-0.091
81.5651,-0.001,-0.1049,-0.091
81.5891,-0.001,-0.1048,-0.091
81.6091,-0.001,-0.1048,-0.091
81.6261,-0.0011,-0.1048,-0.0909
81.6471,-0.001,-0.1048,-0.091
81.6661,-0.001,-0.1048,-0.091
81.6861,-0.001,-0.1048,-0.091
81.7061,-0.001,-0.1048,-0.091
81.7261,-0.001,-0.1048,-0.091
81.7481,-0.001,-0.1048,-0.091
81.7681,-0.0009,-0.1048,-0.091
81.7881,-0.001,-0.1047,-0.091
81.8081,-0.001,-0.1048,-0.091
81.8281,-0.001,-0.1048,-0.091
81.8461,-0.001,-0.1047,-0.091
81.8661,-0.001,-0.1047,-0.091
81.8861,-0.001,-0.1047,-0.091
81.9061,-0.001,-0.1047,-0.091
81.9261,-0.001,-0.1047,-0.091
81.9491,-0.001,-0.1047,-0.091
81.9691,-0.001,-0.1047,-0.0911
81.9891,-0.001,-0.1047,-0.0911
82.0091,-0.001,-0.1047,-0.0911
82.0271,-0.001,-0.1047,-0.0911
82.0471,-0.001,-0.1047,-0.0911
82.0671,-0.001,-0.1047,-0.0911
82.0861,-0.001,-0.1047,-0.0911
82.1141,-0.001,-0.1047,-0.0911
82.1341,-0.001,-0.1047,-0.0911
82.1451,-0.001,-0.1047,-0.0911
82.1661,-0.001,-0.1047,-0.0911
82.1861,-0.0011,-0.1048,-0.0911
82.2061,-0.001,-0.1047,-0.0911
82.2261,-0.001,-0.1047,-0.0911
82.2461,-0.001,-0.1047,-0.0911
82.2661,-0.0011,-0.1047,-0.0911
82.2911,-0.001,-0.1047,-0.0911
82.3111,-0.001,-0.1047,-0.0911
82.3311,-0.001,-0.1047,-0.0911
82.3471,-0.0011,-0.1047,-0.0911
82.3671,-0.001,-0.1047,-0.0911
82.387,-0.0011,-0.1047,-0.0911
82.406,-0.0011,-0.1047,-0.0911
82.426,-0.001,-0.1047,-0.0911
82.446,-0.001,-0.1047,-0.0911
82.469,-0.001,-0.1047,-0.0911
82.489,-0.0011,-0.1046,-0.0911
82.509,-0.0011,-0.1046,-0.0911
82.529,-0.001,-0.1046,-0.0911
82.547,-0.001,-0.1047,-0.0911
82.567,-0.001,-0.1047,-0.091
82.586,-0.001,-0.1047,-0.091
82.606,-0.001,-0.1047,-0.0911
82.627,-0.001,-0.1047,-0.091
82.647,-0.001,-0.1047,-0.091
82.67,-0.001,-0.1047,-0.0911
82.69,-0.001,-0.1047,-0.0911
82.71,-0.001,-0.1047,-0.0911
82.727,-0.001,-0.1047,-0.0911
82.746,-0.001,-0.1047,-0.0911
82.766,-0.001,-0.1047,-0.091
82.789,-0.001,-0.1047,-0.0909
82.809,-0.001,-0.1047,-0.0909
82.829,-0.001,-0.1046,-0.091
82.846,-0.0011,-0.1046,-0.091
82.867,-0.001,-0.1047,-0.0912
82.887,-0.0011,-0.1047,-0.0912
82.907,-0.0011,-0.1047,-0.0913
82.927,-0.0011,-0.1047,-0.0912
82.947,-0.0012,-0.1045,-0.0912
82.966,-0.0011,-0.1047,-0.0911
82.99,-0.0011,-0.1046,-0.0912
83.01,-0.0011,-0.1047,-0.0912
83.029,-0.0011,-0.1047,-0.0912
83.046,-0.0012,-0.1047,-0.0912
83.066,-0.0012,-0.1047,-0.0912
83.086,-0.0012,-0.1047,-0.0912
83.106,-0.0011,-0.1047,-0.0912
83.126,-0.0011,-0.1047,-0.0912
83.147,-0.0012,-0.1047,-0.0911
83.166,-0.0012,-0.1047,-0.0911
83.195,-0.0012,-0.1047,-0.0911
83.215,-0.0011,-0.1047,-0.0911
83.235,-0.0011,-0.1047,-0.0911
83.247,-0.0011,-0.1047,-0.0911
83.266,-0.001,-0.1047,-0.0911
83.287,-0.001,-0.1047,-0.0911
83.307,-0.0011,-0.1047,-0.0911
83.326,-0.0011,-0.1047,-0.0911
83.346,-0.0011,-0.1047,-0.0911
83.366,-0.0011,-0.1048,-0.0911
83.3859,-0.0011,-0.1047,-0.0911
83.4059,-0.0011,-0.1047,-0.0911
83.4269,-0.0011,-0.1047,-0.0911
83.4469,-0.0011,-0.1048,-0.0911
83.4669,-0.0011,-0.1048,-0.0911
83.4899,-0.0011,-0.1047,-0.0911
83.5099,-0.0011,-0.1047,-0.0911
83.5299,-0.0011,-0.1048,-0.0911
83.5499,-0.0011,-0.1048,-0.0911
83.5669,-0.001,-0.1047,-0.0911
83.5869,-0.0011,-0.1047,-0.0911
83.6069,-0.0011,-0.1047,-0.0911
83.6269,-0.001,-0.1048,-0.0911
83.6469,-0.0011,-0.1048,-0.0911
83.6669,-0.0012,-0.1048,-0.0911
83.6899,-0.0011,-0.1047,-0.0911
83.7099,-0.0011,-0.1048,-0.0911
83.7299,-0.0012,-0.1047,-0.0911
83.7499,-0.0012,-0.1048,-0.091
83.7669,-0.0013,-0.1048,-0.0911
83.7869,-0.0013,-0.1048,-0.091
83.8059,-0.0012,-0.1048,-0.0911
83.8259,-0.0012,-0.1048,-0.0911
83.8469,-0.0012,-0.1048,-0.0911
83.8659,-0.0012,-0.1048,-0.0911
83.8859,-0.0012,-0.1048,-0.0911
83.9079,-0.0012,-0.1048,-0.0911
83.9259,-0.0012,-0.1048,-0.0911
83.9469,-0.0012,-0.1048,-0.0911
83.9669,-0.0012,-0.1047,-0.0911
83.9869,-0.001,-0.1047,-0.0911
84.0069,-0.0009,-0.1047,-0.0911
84.0269,-0.001,-0.1048,-0.0911
84.0469,-0.0011,-0.1047,-0.0912
84.0669,-0.001,-0.1046,-0.0912
84.0859,-0.0009,-0.1048,-0.0911
84.1059,-0.0009,-0.1047,-0.0912
84.1269,-0.001,-0.1047,-0.0912
84.1459,-0.001,-0.1046,-0.0912
84.1659,-0.001,-0.1047,-0.0912
84.1859,-0.001,-0.1047,-0.0912
84.2079,-0.001,-0.1048,-0.0912
84.2279,-0.0011,-0.1047,-0.0913
84.2489,-0.001,-0.1048,-0.0913
84.2659,-0.001,-0.1048,-0.0913
84.2869,-0.001,-0.1047,-0.0913
84.3069,-0.001,-0.1047,-0.0913
84.3269,-0.001,-0.1048,-0.0913
84.3469,-0.0009,-0.1048,-0.0913
84.3669,-0.0009,-0.1047,-0.0913
84.3869,-0.0009,-0.1048,-0.0913
84.4069,-0.0009,-0.1048,-0.0913
84.4268,-0.0007,-0.1053,-0.0911
84.4468,-0.0009,-0.1048,-0.0913
84.4668,0,-0.1054,-0.0911
84.4868,-0.0001,-0.1052,-0.0911
84.5068,-0.0001,-0.1052,-0.0911
84.5268,-0.0001,-0.1052,-0.0911
84.5488,-0.0001,-0.1052,-0.0911
84.5688,-0.0001,-0.1052,-0.0911
84.5888,-0.0001,-0.1052,-0.0911
84.6088,-0.0001,-0.1052,-0.0911
84.6268,-0.0001,-0.1052,-0.0911
84.6468,-0.0001,-0.1052,-0.0911
84.6668,-0.0001,-0.1052,-0.0911
84.6868,-0.0001,-0.1052,-0.0911
84.7058,-0.0001,-0.1052,-0.0911
84.7298,-0.0001,-0.1052,-0.0911
84.7498,-0.0001,-0.1052,-0.0911
84.7698,-0.0001,-0.1052,-0.0911
84.7898,-0.0001,-0.1052,-0.0911
84.8098,-0.0001,-0.1052,-0.0911
84.8268,-0.0001,-0.1052,-0.0911
84.8468,-0.0001,-0.1052,-0.0911
84.8668,-0.0001,-0.1052,-0.0911
84.8868,-0.0001,-0.1052,-0.0911
84.9088,-0.0001,-0.1052,-0.0911
84.9328,-0.0001,-0.1052,-0.0911
84.9528,-0.0001,-0.1052,-0.0911
84.9728,-0.0001,-0.1052,-0.0911
84.9868,-0.0001,-0.1052,-0.0911
85.0068,-0.0001,-0.1052,-0.0911
85.0258,-0.0001,-0.1052,-0.0911
85.0468,-0.0001,-0.1052,-0.0911
85.0668,-0.0001,-0.1052,-0.0911
85.0858,-0.0001,-0.1052,-0.0911
85.1138,-0.0001,-0.1052,-0.0911
85.1338,-0.0001,-0.1052,-0.0911
85.1538,-0.0001,-0.1052,-0.0911
85.1668,-0.0001,-0.1052,-0.0911
85.1868,-0.0001,-0.1052,-0.0911
85.2078,-0.0001,-0.1052,-0.0911
85.2278,-0.0001,-0.1052,-0.0911
85.2478,-0.0001,-0.1052,-0.0911
85.2668,-0.0001,-0.1052,-0.0911
85.2898,-0.001,-0.1049,-0.0912
85.3098,-0.001,-0.1049,-0.0912
85.3298,-0.001,-0.1049,-0.0912
85.3478,-0.001,-0.1049,-0.0912
85.3678,-0.001,-0.1049,-0.0911
85.3877,-0.001,-0.1049,-0.0912
85.4057,-0.001,-0.1049,-0.0912
85.4297,-0.0009,-0.1049,-0.0912
85.4467,-0.0009,-0.1048,-0.0912
85.4667,-0.0009,-0.1049,-0.0912
85.4867,-0.0009,-0.1049,-0.0912
85.5067,-0.001,-0.1049,-0.0912
85.5267,-0.001,-0.1049,-0.0912
85.5467,-0.001,-0.1049,-0.0912
85.5677,-0.001,-0.1049,-0.0912
85.5867,-0.001,-0.1049,-0.0912
85.6137,-0.001,-0.1049,-0.0912
85.6337,-0.001,-0.1049,-0.0912
85.6537,-0.001,-0.1049,-0.0911
85.6677,-0.001,-0.1049,-0.0912
85.6907,-0.001,-0.1049,-0.0911
85.7067,-0.001,-0.1049,-0.0912
85.7267,-0.001,-0.105,-0.0912
85.7467,-0.001,-0.105,-0.0912
85.7667,-0.001,-0.105,-0.0912
85.7917,-0.0011,-0.105,-0.0912
85.8117,-0.0011,-0.1051,-0.0913
85.8317,-0.0011,-0.1052,-0.0913
85.8517,-0.0011,-0.1052,-0.0913
85.8667,-0.0011,-0.1051,-0.0913
85.8867,-0.0011,-0.1052,-0.0913
85.9067,-0.0012,-0.1052,-0.0913
85.9267,-0.0012,-0.1052,-0.0913
85.9547,-0.0012,-0.1052,-0.0913
85.9747,-0.0011,-0.1052,-0.0913
85.9947,-0.0011,-0.1051,-0.0913
86.0147,-0.0012,-0.1052,-0.0913
86.0267,-0.0012,-0.1052,-0.0914
86.0467,-0.0012,-0.1053,-0.0914
86.0667,-0.0012,-0.1052,-0.0914
86.0867,-0.0012,-0.1052,-0.0914
86.1067,-0.0012,-0.1052,-0.0914
86.1277,-0.0012,-0.1052,-0.0914
86.1477,-0.0012,-0.1052,-0.0913
86.1677,-0.0011,-0.1051,-0.0912
86.1877,-0.0011,-0.1051,-0.0911
86.2067,-0.0011,-0.105,-0.0911
86.2267,-0.0011,-0.1051,-0.0911
86.2467,-0.0011,-0.105,-0.0911
86.2667,-0.0011,-0.105,-0.091
86.2867,-0.0011,-0.105,-0.091
86.3087,-0.0011,-0.105,-0.091
86.3287,-0.0011,-0.105,-0.091
86.3547,-0.0011,-0.105,-0.091
86.3746,-0.0011,-0.105,-0.091
86.3867,-0.0011,-0.105,-0.0909
86.4066,-0.0012,-0.1051,-0.0911
86.4266,-0.0012,-0.1051,-0.0909
86.4466,-0.001,-0.1049,-0.0909
86.4666,-0.0011,-0.1049,-0.0909
86.4866,-0.001,-0.1049,-0.0909
86.5106,-0.0011,-0.105,-0.0911
86.5306,-0.001,-0.1049,-0.091
86.5506,-0.001,-0.105,-0.0909
86.5676,-0.0012,-0.1051,-0.0911
86.5876,-0.0012,-0.1051,-0.0911
86.6076,-0.001,-0.1049,-0.0909
86.6276,-0.0011,-0.105,-0.0912
86.6496,-0.0012,-0.1051,-0.0911
86.6696,-0.0013,-0.1052,-0.0913
86.6876,-0.0013,-0.1052,-0.0912
86.7126,-0.0012,-0.1051,-0.0912
86.7326,-0.0012,-0.1051,-0.0912
86.7466,-0.0012,-0.105,-0.091
86.7666,-0.0011,-0.105,-0.091
86.7866,-0.0009,-0.1048,-0.0908
86.8076,-0.0008,-0.1048,-0.0908
86.8296,-0.0009,-0.1048,-0.0908
86.8496,-0.001,-0.1049,-0.091
86.8696,-0.0009,-0.1048,-0.0908
86.8876,-0.0008,-0.1048,-0.0909
86.9076,-0.001,-0.1049,-0.091
86.9266,-0.0009,-0.1049,-0.0908
86.9476,-0.0014,-0.1051,-0.0912
86.9676,-0.0013,-0.1051,-0.0912
86.9876,-0.0013,-0.1051,-0.0912
87.0076,-0.0012,-0.105,-0.0909
87.0276,-0.0013,-0.105,-0.091
87.0476,-0.0011,-0.1049,-0.0909
87.0676,-0.0011,-0.105,-0.0908
87.0876,-0.0011,-0.105,-0.0909
87.1076,-0.0011,-0.1051,-0.091
87.1266,-0.0011,-0.105,-0.091
87.1466,-0.001,-0.105,-0.091
87.1676,-0.001,-0.105,-0.091
87.1876,-0.001,-0.105,-0.091
87.2066,-0.0008,-0.1049,-0.0908
87.2276,-0.0009,-0.105,-0.091
87.2526,-0.0009,-0.105,-0.091
87.2676,-0.0007,-0.1049,-0.0908
87.2866,-0.0008,-0.1049,-0.0908
87.3076,-0.0007,-0.1048,-0.0909
87.3276,-0.0008,-0.1049,-0.0908
87.3556,-0.0008,-0.1049,-0.0909
87.3756,-0.0009,-0.105,-0.091
87.3956,-0.0008,-0.1048,-0.0908
87.4076,-0.0008,-0.1049,-0.0909
87.4276,-0.0008,-0.1049,-0.0908
87.4476,-0.0009,-0.105,-0.091
87.4676,-0.0009,-0.1049,-0.091
87.4875,-0.001,-0.105,-0.091
87.5065,-0.0008,-0.1048,-0.0908
87.5295,-0.0009,-0.105,-0.091
87.5495,-0.0009,-0.105,-0.091
87.5695,-0.001,-0.105,-0.091
87.5895,-0.0007,-0.1047,-0.0908
87.6095,-0.0007,-0.1047,-0.0908
87.6285,-0.0007,-0.1048,-0.0908
87.6465,-0.0007,-0.1048,-0.0908
87.6675,-0.0007,-0.1048,-0.0908
87.6875,-0.0008,-0.1048,-0.0908
87.7075,-0.0008,-0.1048,-0.0908
87.7325,-0.0007,-0.1048,-0.0908
87.7525,-0.0007,-0.1048,-0.0909
87.7725,-0.0012,-0.1051,-0.0914
87.7875,-0.0012,-0.1051,-0.0914
87.8075,-0.0012,-0.1052,-0.0914
87.8275,-0.0007,-0.1048,-0.0909
87.8475,-0.0009,-0.1049,-0.0911
87.8675,-0.001,-0.1049,-0.0911
87.8875,-0.001,-0.1049,-0.0911
87.9075,-0.001,-0.1049,-0.0911
87.9265,-0.001,-0.1049,-0.0911
87.9465,-0.001,-0.1049,-0.0911
87.9675,-0.001,-0.1049,-0.0911
87.9875,-0.001,-0.1049,-0.0911
88.0075,-0.0009,-0.1049,-0.091
88.0275,-0.0008,-0.1048,-0.0909
88.0515,-0.0009,-0.1049,-0.091
88.0715,-0.0009,-0.1049,-0.091
88.0875,-0.0009,-0.1049,-0.0911
88.1075,-0.0009,-0.1049,-0.091
88.1275,-0.0009,-0.1048,-0.091
88.1475,-0.0009,-0.1049,-0.091
88.1675,-0.001,-0.1048,-0.091
88.1875,-0.0008,-0.1047,-0.0909
88.2075,-0.001,-0.1048,-0.0911
88.2295,-0.001,-0.1048,-0.0911
88.2495,-0.001,-0.1048,-0.0911
88.2695,-0.001,-0.1049,-0.091
88.2895,-0.001,-0.1048,-0.091
88.3075,-0.0008,-0.1047,-0.0909
88.3275,-0.001,-0.1048,-0.0911
88.3475,-0.001,-0.1048,-0.0911
88.3674,-0.0008,-0.1048,-0.0909
88.3874,-0.0008,-0.1048,-0.0908
88.4074,-0.0008,-0.1047,-0.0908
88.4274,-0.0009,-0.1047,-0.0908
88.4474,-0.0008,-0.1048,-0.0908
88.4674,-0.0009,-0.1048,-0.0908
88.4874,-0.0009,-0.1049,-0.091
88.5074,-0.0012,-0.1051,-0.0913
88.5274,-0.0012,-0.1051,-0.0913
88.5474,-0.0012,-0.1051,-0.0913
